,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure,weather_type
1447,20150105.0,No Cause,No Fire,55.81073080327287,-123.77111780537598,0.0,-2.6,12.2,3.9,-0.7,80.96,,12.8,18.3,336.88,-17.9,0.0,6.3,53.6,1034.0,"['""Light Snow""', '55.81073080327287', '-123.77111780537598', '""55.81073080327287', ' -123.77111780537598""', '""55.81073080327287', ' -123.77111780537598""', '""""', '""Partially cloudy""\n']"
1448,19850730.0,No Cause,No Fire,48.35921656183652,-116.76883267685272,0.0,71.9,89.0,81.7,46.2,29.78,85.5,16.1,,108.89,,0.0,19.9,90.0,,"['""""', '48.35921656183652', '-116.76883267685272', '""48.35921656183652', ' -116.76883267685272""', '""48.35921656183652', ' -116.76883267685272""', '""""', '""Overcast""\n']"
1449,19850816.0,No Cause,No Fire,53.09334330039354,-126.18083020042424,0.0,,,,,,,,,,,0.0,,,,"['""""', '53.09334330039354', '-126.18083020042424', '""53.09334330039354', ' -126.18083020042424""', '""53.09334330039354', ' -126.18083020042424""', '""No data available""', '""""\n']"
1450,20200518.0,No Cause,No Fire,58.31813192500665,-118.16549493933952,0.0,34.1,48.3,42.3,32.3,69.64,,14.4,21.9,272.05,27.0,0.02,12.4,59.6,1012.7,"['""Rain Showers', ' Light Rain""', '58.31813192500665', '-118.16549493933952', '""58.31813192500665', ' -118.16549493933952""', '""58.31813192500665', ' -118.16549493933952""', '""""', '""Rain', ' Partially cloudy""\n']"
1451,19840925.0,No Cause,No Fire,51.43552313998534,-117.2924646077117,0.0,32.1,42.9,36.1,29.8,79.12,,4.7,,315.0,27.5,0.0,12.6,90.0,,"['""""', '51.43552313998534', '-117.2924646077117', '""51.43552313998534', ' -117.2924646077117""', '""51.43552313998534', ' -117.2924646077117""', '""""', '""Overcast""\n']"
1452,20091106.0,No Cause,No Fire,58.14325658823569,-118.86473892625663,0.0,,,,,,,,,,,0.0,,,,"['""""', '58.14325658823569', '-118.86473892625663', '""58.14325658823569', ' -118.86473892625663""', '""58.14325658823569', ' -118.86473892625663""', '""No data available""', '""""\n']"
1453,19970727.0,No Cause,No Fire,57.460002833075855,-118.71296182328736,0.0,,,,,,,,,,,0.0,,,,"['""""', '57.460002833075855', '-118.71296182328736', '""57.460002833075855', ' -118.71296182328736""', '""57.460002833075855', ' -118.71296182328736""', '""No data available""', '""""\n']"
1454,20140712.0,No Cause,No Fire,54.510134549101075,-115.78942196900185,0.0,57.1,85.7,71.5,53.6,57.62,83.6,8.6,,115.38,,0.0,69.6,13.3,1020.9,"['""""', '54.510134549101075', '-115.78942196900185', '""54.510134549101075', ' -115.78942196900185""', '""54.510134549101075', ' -115.78942196900185""', '""""', '""Clear""\n']"
1455,19730306.0,No Cause,No Fire,49.550237074844674,-122.68727672725828,0.0,39.2,50.2,43.8,37.3,78.17,,11.4,,,37.2,3.15,19.5,67.9,1011.3,"['""Rain Showers', ' Sky Coverage Decreasing', ' Sky Coverage Increasing', ' Sky Unchanged""', '49.550237074844674', '-122.68727672725828', '""49.550237074844674', ' -122.68727672725828""', '""49.550237074844674', ' -122.68727672725828""', '""""', '""Rain', ' Partially cloudy""\n']"
1456,19910116.0,No Cause,No Fire,56.12698291905001,-127.65065527478909,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1457,19760830.0,No Cause,No Fire,53.196484721135036,-118.36217422177471,0.0,42.9,77.1,63.2,43.8,54.31,,11.4,,208.24,40.3,0.0,24.9,54.7,1020.8,"['""""', '53.196484721135036', '-118.36217422177471', '""53.196484721135036', ' -118.36217422177471""', '""53.196484721135036', ' -118.36217422177471""', '""""', '""Partially cloudy""\n']"
1458,20030523.0,No Cause,No Fire,55.48498683351035,-121.74064525947465,0.0,50.1,69.9,62.4,39.4,44.76,,11.4,,254.55,,0.0,34.8,65.8,1013.2,"['""""', '55.48498683351035', '-121.74064525947465', '""55.48498683351035', ' -121.74064525947465""', '""55.48498683351035', ' -121.74064525947465""', '""""', '""Partially cloudy""\n']"
1459,19820402.0,No Cause,No Fire,53.843711310480224,-120.18032934472105,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1460,19750919.0,No Cause,No Fire,53.26247933945548,-116.6567259291197,0.0,30.3,66.3,47.4,36.2,69.97,,6.7,,245.71,26.9,0.0,38.3,10.4,1025.3,"['""""', '53.26247933945548', '-116.6567259291197', '""53.26247933945548', ' -116.6567259291197""', '""53.26247933945548', ' -116.6567259291197""', '""""', '""Clear""\n']"
1461,19910216.0,No Cause,No Fire,52.638422841196316,-126.10870468110932,0.0,35.7,41.1,39.5,38.0,94.67,,5.8,,207.14,35.0,0.0,8.7,98.0,1012.1,"['""Fog', ' Rain Showers""', '52.638422841196316', '-126.10870468110932', '""52.638422841196316', ' -126.10870468110932""', '""52.638422841196316', ' -126.10870468110932""', '""""', '""Overcast""\n']"
1462,20150102.0,No Cause,No Fire,57.33799031268074,-118.82468936039524,0.0,,,,,,,,,,,0.0,,,,"['""""', '57.33799031268074', '-118.82468936039524', '""57.33799031268074', ' -118.82468936039524""', '""57.33799031268074', ' -118.82468936039524""', '""No data available""', '""""\n']"
1463,19711116.0,No Cause,No Fire,54.05729850155608,-122.62605521931043,0.0,,,,,,,,,,,0.0,,,,"['""""', '54.05729850155608', '-122.62605521931043', '""54.05729850155608', ' -122.62605521931043""', '""54.05729850155608', ' -122.62605521931043""', '""No data available""', '""""\n']"
1464,19841229.0,No Cause,No Fire,56.19867396224664,-119.18039451525252,0.0,,,,,,,,,,,0.0,,,,"['""""', '56.19867396224664', '-119.18039451525252', '""56.19867396224664', ' -119.18039451525252""', '""56.19867396224664', ' -119.18039451525252""', '""No data available""', '""""\n']"
1465,19880202.0,No Cause,No Fire,57.730687996439826,-115.35539720523609,0.0,,,,,,,,,,,0.0,,,,"['""""', '57.730687996439826', '-115.35539720523609', '""57.730687996439826', ' -115.35539720523609""', '""57.730687996439826', ' -115.35539720523609""', '""No data available""', '""""\n']"
1466,19701101.0,No Cause,No Fire,52.86056650121835,-119.87149057746056,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1467,19950715.0,No Cause,No Fire,49.89802043048575,-125.34750448845995,0.0,53.9,75.3,66.2,50.7,59.57,,13.3,,287.29,,0.0,15.7,24.4,1023.7,"['""""', '49.89802043048575', '-125.34750448845995', '""49.89802043048575', ' -125.34750448845995""', '""49.89802043048575', ' -125.34750448845995""', '""""', '""Clear""\n']"
1468,19721023.0,No Cause,No Fire,54.843998884026135,-118.97280382881144,0.0,,,,,,,,,,,0.0,,,,"['""""', '54.843998884026135', '-118.97280382881144', '""54.843998884026135', ' -118.97280382881144""', '""54.843998884026135', ' -118.97280382881144""', '""No data available""', '""""\n']"
1469,19710428.0,No Cause,No Fire,49.00399340144185,-124.63803085389664,0.0,,,,,,,,,,,0.0,,,,"['""""', '49.00399340144185', '-124.63803085389664', '""49.00399340144185', ' -124.63803085389664""', '""49.00399340144185', ' -124.63803085389664""', '""No data available""', '""""\n']"
1470,19980104.0,No Cause,No Fire,59.42681846465007,-122.61721242899408,0.0,-38.1,-20.1,-27.3,-33.6,70.9,,5.8,,69.0,-42.0,0.01,11.6,95.2,1028.6,"['""Light Snow', ' Fog""', '59.42681846465007', '-122.61721242899408', '""59.42681846465007', ' -122.61721242899408""', '""59.42681846465007', ' -122.61721242899408""', '""""', '""Rain', ' Overcast""\n']"
1471,19990605.0,No Cause,No Fire,59.059500187975566,-121.13412260784392,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1472,19810706.0,No Cause,No Fire,48.982895077661674,-116.91164535098909,0.0,50.1,66.3,55.9,54.6,95.95,,10.3,,208.1,,1.54,7.7,98.7,1006.8,"['""""', '48.982895077661674', '-116.91164535098909', '""48.982895077661674', ' -116.91164535098909""', '""48.982895077661674', ' -116.91164535098909""', '""""', '""Rain', ' Overcast""\n']"
1473,19860122.0,No Cause,No Fire,57.32185316796024,-120.88398423823251,0.0,,,,,,,,,,,0.0,,,,"['""""', '57.32185316796024', '-120.88398423823251', '""57.32185316796024', ' -120.88398423823251""', '""57.32185316796024', ' -120.88398423823251""', '""No data available""', '""""\n']"
1474,20081212.0,No Cause,No Fire,57.38822496101676,-120.15884892133093,0.0,,,,,,,,,,,0.0,,,,"['""""', '57.38822496101676', '-120.15884892133093', '""57.38822496101676', ' -120.15884892133093""', '""57.38822496101676', ' -120.15884892133093""', '""No data available""', '""""\n']"
1475,19710220.0,No Cause,No Fire,51.103672909613245,-122.26891053700965,0.0,,,,,,,,,,,0.0,,,,"['""""', '51.103672909613245', '-122.26891053700965', '""51.103672909613245', ' -122.26891053700965""', '""51.103672909613245', ' -122.26891053700965""', '""No data available""', '""""\n']"
1476,20130519.0,No Cause,No Fire,53.379816804612105,-124.2050069313736,0.0,,,,,,,,,,,0.0,,,,"['""""', '53.379816804612105', '-124.2050069313736', '""53.379816804612105', ' -124.2050069313736""', '""53.379816804612105', ' -124.2050069313736""', '""No data available""', '""""\n']"
1477,20100819.0,No Cause,No Fire,52.82343206986249,-127.68869689442451,0.0,50.2,60.7,55.8,47.3,73.6,,10.4,20.8,243.08,,0.0,8.7,62.6,1016.6,"['""""', '52.82343206986249', '-127.68869689442451', '""52.82343206986249', ' -127.68869689442451""', '""52.82343206986249', ' -127.68869689442451""', '""""', '""Partially cloudy""\n']"
1478,19750524.0,No Cause,No Fire,57.201907159797344,-120.5239278563337,0.0,,,,,,,,,,,0.0,,,,"['""""', '57.201907159797344', '-120.5239278563337', '""57.201907159797344', ' -120.5239278563337""', '""57.201907159797344', ' -120.5239278563337""', '""No data available""', '""""\n']"
1479,19970329.0,No Cause,No Fire,48.418667953662684,-124.08545071286619,0.0,36.7,49.3,44.0,38.1,80.25,,12.7,,160.46,32.3,0.03,13.2,60.8,1012.3,"['""Mist', ' Precipitation In Vicinity', ' Light Rain', ' Sky Coverage Increasing""', '48.418667953662684', '-124.08545071286619', '""48.418667953662684', ' -124.08545071286619""', '""48.418667953662684', ' -124.08545071286619""', '""""', '""Rain', ' Partially cloudy""\n']"
1480,19740617.0,No Cause,No Fire,52.60332072539065,-127.18864119872005,0.0,,,,,,,,,,,0.0,,,,"['""""', '52.60332072539065', '-127.18864119872005', '""52.60332072539065', ' -127.18864119872005""', '""52.60332072539065', ' -127.18864119872005""', '""No data available""', '""""\n']"
1481,19821125.0,No Cause,No Fire,48.833472699837984,-118.96039298281836,0.0,19.1,27.2,25.2,20.0,80.82,,2.2,,176.0,,0.0,19.9,100.0,1031.0,"['""""', '48.833472699837984', '-118.96039298281836', '""48.833472699837984', ' -118.96039298281836""', '""48.833472699837984', ' -118.96039298281836""', '""""', '""Overcast""\n']"
1482,19920508.0,No Cause,No Fire,56.24200102620218,-116.8752672205635,0.0,33.4,55.7,46.4,31.1,58.4,,20.8,,219.0,25.2,0.0,13.4,44.8,1010.9,"['""Precipitation In Vicinity""', '56.24200102620218', '-116.8752672205635', '""56.24200102620218', ' -116.8752672205635""', '""56.24200102620218', ' -116.8752672205635""', '""""', '""Partially cloudy""\n']"
1483,20070823.0,No Cause,No Fire,49.57933473449232,-124.78476534680149,0.0,55.8,74.6,65.2,55.0,70.39,,10.4,19.7,,,0.01,19.7,34.4,1014.5,"['""""', '49.57933473449232', '-124.78476534680149', '""49.57933473449232', ' -124.78476534680149""', '""49.57933473449232', ' -124.78476534680149""', '""""', '""Rain', ' Partially cloudy""\n']"
1484,19811112.0,No Cause,No Fire,50.359405625567454,-115.04690567157215,0.0,41.1,46.5,44.2,40.0,85.21,,9.2,,174.0,39.8,0.0,11.1,100.0,1005.9,"['""""', '50.359405625567454', '-115.04690567157215', '""50.359405625567454', ' -115.04690567157215""', '""50.359405625567454', ' -115.04690567157215""', '""""', '""Overcast""\n']"
1485,19830322.0,No Cause,No Fire,58.48679938777328,-122.41535027269951,0.0,-5.7,19.5,7.0,-3.2,63.08,,3.4,,275.56,-6.0,0.0,17.5,27.0,1021.1,"['""""', '58.48679938777328', '-122.41535027269951', '""58.48679938777328', ' -122.41535027269951""', '""58.48679938777328', ' -122.41535027269951""', '""""', '""Partially cloudy""\n']"
1486,20051104.0,No Cause,No Fire,52.1355827521369,-123.51498622624405,0.0,10.0,34.3,20.5,16.7,85.61,,4.5,,220.0,5.0,0.0,,0.0,1004.9,"['""""', '52.1355827521369', '-123.51498622624405', '""52.1355827521369', ' -123.51498622624405""', '""52.1355827521369', ' -123.51498622624405""', '""""', '""Clear""\n']"
1487,19780316.0,No Cause,No Fire,50.21130428946358,-127.5879085437328,0.0,41.1,46.1,45.5,44.7,96.76,,37.7,,132.87,32.0,2.11,5.5,99.4,1018.4,"['""""', '50.21130428946358', '-127.5879085437328', '""50.21130428946358', ' -127.5879085437328""', '""50.21130428946358', ' -127.5879085437328""', '""""', '""Rain', ' Overcast""\n']"
1488,19840522.0,No Cause,No Fire,48.985782545602724,-121.24688592614213,0.0,41.5,48.6,46.5,42.6,86.32,,13.9,,111.63,37.0,0.49,11.8,96.0,1013.8,"['""""', '48.985782545602724', '-121.24688592614213', '""48.985782545602724', ' -121.24688592614213""', '""48.985782545602724', ' -121.24688592614213""', '""""', '""Rain', ' Overcast""\n']"
1489,20090510.0,No Cause,No Fire,50.88923923327427,-124.40090856300584,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1490,19831015.0,No Cause,No Fire,53.39035367310571,-128.91798046277336,0.0,,,,,,,,,,,0.0,,,,"['""""', '53.39035367310571', '-128.91798046277336', '""53.39035367310571', ' -128.91798046277336""', '""53.39035367310571', ' -128.91798046277336""', '""No data available""', '""""\n']"
1491,20050227.0,No Cause,No Fire,53.98948285740424,-128.0712078224507,0.0,,,,,,,,,,,0.0,,,,"['""""', '53.98948285740424', '-128.0712078224507', '""53.98948285740424', ' -128.0712078224507""', '""53.98948285740424', ' -128.0712078224507""', '""No data available""', '""""\n']"
1492,19810813.0,No Cause,No Fire,52.765804379752744,-118.90919965792787,0.0,51.9,91.5,73.1,46.7,46.65,87.5,5.6,,195.0,,0.0,14.9,17.6,1010.7,"['""""', '52.765804379752744', '-118.90919965792787', '""52.765804379752744', ' -118.90919965792787""', '""52.765804379752744', ' -118.90919965792787""', '""""', '""Clear""\n']"
1493,19860717.0,No Cause,No Fire,58.128593327663935,-128.64541052148783,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1494,19791011.0,No Cause,No Fire,51.23716314646203,-118.49735928594544,0.0,39.3,59.1,48.2,45.0,90.03,,4.5,,177.78,41.3,0.0,5.1,12.3,1019.4,"['""""', '51.23716314646203', '-118.49735928594544', '""51.23716314646203', ' -118.49735928594544""', '""51.23716314646203', ' -118.49735928594544""', '""""', '""Clear""\n']"
1495,20200320.0,No Cause,No Fire,57.87093733915947,-117.48609973696695,0.0,3.9,30.6,20.5,9.4,62.62,,9.6,,244.13,-6.4,0.0,,0.0,,"['""""', '57.87093733915947', '-117.48609973696695', '""57.87093733915947', ' -117.48609973696695""', '""57.87093733915947', ' -117.48609973696695""', '""""', '""Clear""\n']"
1496,19990531.0,No Cause,No Fire,56.72183023825061,-115.91175834288187,0.0,50.3,62.3,56.7,39.4,55.21,,4.7,,200.0,,0.0,,0.0,1002.1,"['""""', '56.72183023825061', '-115.91175834288187', '""56.72183023825061', ' -115.91175834288187""', '""56.72183023825061', ' -115.91175834288187""', '""""', '""Clear""\n']"
1497,19750909.0,No Cause,No Fire,55.491190497839725,-117.34029342907392,0.0,,,,,,,,,,,0.0,,,,"['""""', '55.491190497839725', '-117.34029342907392', '""55.491190497839725', ' -117.34029342907392""', '""55.491190497839725', ' -117.34029342907392""', '""No data available""', '""""\n']"
1498,20090402.0,No Cause,No Fire,51.77704895821748,-126.15574116501276,0.0,30.3,50.1,43.2,31.9,67.56,,23.0,,273.0,35.0,0.0,11.9,78.3,1008.9,"['""Precipitation In Vicinity', ' Rain Showers', ' Light Rain""', '51.77704895821748', '-126.15574116501276', '""51.77704895821748', ' -126.15574116501276""', '""51.77704895821748', ' -126.15574116501276""', '""""', '""Overcast""\n']"
1499,19890319.0,No Cause,No Fire,51.773185311250245,-129.6598328065818,0.0,,,,,,,,,,,0.0,,,,"['""""', '51.773185311250245', '-129.6598328065818', '""51.773185311250245', ' -129.6598328065818""', '""51.773185311250245', ' -129.6598328065818""', '""No data available""', '""""\n']"
1500,20191130.0,No Cause,No Fire,50.97752658412266,-115.32390656372337,0.0,2.0,21.1,15.1,4.1,61.62,,12.8,31.1,241.0,-13.5,0.0,204.5,0.0,1019.9,"['""""', '50.97752658412266', '-115.32390656372337', '""50.97752658412266', ' -115.32390656372337""', '""50.97752658412266', ' -115.32390656372337""', '""""', '""Clear""\n']"
1501,20161104.0,No Cause,No Fire,50.62735089806565,-122.13636834626593,0.0,38.7,56.3,49.2,41.6,75.58,,29.9,43.6,173.75,36.7,0.89,203.9,0.2,1012.2,"['""Mist', ' Light Rain""', '50.62735089806565', '-122.13636834626593', '""50.62735089806565', ' -122.13636834626593""', '""50.62735089806565', ' -122.13636834626593""', '""""', '""Rain""\n']"
1502,19751115.0,No Cause,No Fire,49.84017375381297,-120.29524782705454,0.0,28.0,50.1,38.2,24.5,58.64,,21.3,,169.54,22.3,0.0,13.5,43.2,1008.1,"['""""', '49.84017375381297', '-120.29524782705454', '""49.84017375381297', ' -120.29524782705454""', '""49.84017375381297', ' -120.29524782705454""', '""""', '""Partially cloudy""\n']"
1503,20100924.0,No Cause,No Fire,50.39215670321128,-118.9920348766862,0.0,49.0,57.8,52.8,48.4,85.02,,5.6,,126.0,46.8,0.09,8.9,16.5,1021.1,"['""Light Rain""', '50.39215670321128', '-118.9920348766862', '""50.39215670321128', ' -118.9920348766862""', '""50.39215670321128', ' -118.9920348766862""', '""""', '""Rain""\n']"
1504,20040131.0,No Cause,No Fire,58.51579543517663,-118.27663748792763,0.0,-14.7,-3.9,-7.8,-14.9,70.56,,13.9,,145.45,-27.7,0.0,14.7,43.2,1021.2,"['""Light Snow', ' Sky Coverage Decreasing""', '58.51579543517663', '-118.27663748792763', '""58.51579543517663', ' -118.27663748792763""', '""58.51579543517663', ' -118.27663748792763""', '""""', '""Partially cloudy""\n']"
1505,19840222.0,No Cause,No Fire,48.22256003850668,-125.741020734654,0.0,,,,,,,,,,,0.0,,,,"['""""', '48.22256003850668', '-125.741020734654', '""48.22256003850668', ' -125.741020734654""', '""48.22256003850668', ' -125.741020734654""', '""No data available""', '""""\n']"
1506,20120227.0,No Cause,No Fire,56.9681109816669,-125.21680076870972,0.0,,,,,,,,,,,0.0,,,,"['""""', '56.9681109816669', '-125.21680076870972', '""56.9681109816669', ' -125.21680076870972""', '""56.9681109816669', ' -125.21680076870972""', '""No data available""', '""""\n']"
1507,20130517.0,No Cause,No Fire,58.52591478373608,-119.25943413052336,0.0,,,,,,,,,,,0.0,,,,"['""""', '58.52591478373608', '-119.25943413052336', '""58.52591478373608', ' -119.25943413052336""', '""58.52591478373608', ' -119.25943413052336""', '""No data available""', '""""\n']"
1508,20161224.0,No Cause,No Fire,50.21708927373204,-129.6035730913604,0.0,,,,,,,,,,,0.0,,,,"['""""', '50.21708927373204', '-129.6035730913604', '""50.21708927373204', ' -129.6035730913604""', '""50.21708927373204', ' -129.6035730913604""', '""No data available""', '""""\n']"
1509,20051108.0,No Cause,No Fire,54.26279384689951,-116.29286864862391,0.0,16.8,33.4,24.5,20.1,83.7,,4.4,21.9,245.7,19.7,0.0,10.4,17.6,1013.9,"['""Mist', ' Fog', ' Sky Coverage Decreasing""', '54.26279384689951', '-116.29286864862391', '""54.26279384689951', ' -116.29286864862391""', '""54.26279384689951', ' -116.29286864862391""', '""""', '""Clear""\n']"
1510,19920303.0,No Cause,No Fire,49.695933286580534,-117.91881738206031,0.0,35.7,48.3,42.4,35.9,78.78,,11.4,,321.11,27.7,0.0,9.4,97.3,1012.6,"['""Fog', ' Light Rain', ' Smoke Or Haze""', '49.695933286580534', '-117.91881738206031', '""49.695933286580534', ' -117.91881738206031""', '""49.695933286580534', ' -117.91881738206031""', '""""', '""Overcast""\n']"
1511,20170312.0,No Cause,No Fire,59.677785964642105,-126.5420674698732,0.0,,,,,,,,,,,0.0,,,,"['""""', '59.677785964642105', '-126.5420674698732', '""59.677785964642105', ' -126.5420674698732""', '""59.677785964642105', ' -126.5420674698732""', '""No data available""', '""""\n']"
1512,20010529.0,No Cause,No Fire,58.59965782095874,-119.7026562344574,0.0,,,,,,,,,,,0.0,,,,"['""""', '58.59965782095874', '-119.7026562344574', '""58.59965782095874', ' -119.7026562344574""', '""58.59965782095874', ' -119.7026562344574""', '""No data available""', '""""\n']"
1513,19871122.0,No Cause,No Fire,59.17722413748818,-123.29210014975972,0.0,8.7,10.5,9.7,6.8,87.73,,5.8,,128.33,-1.3,0.04,6.8,86.4,1016.0,"['""""', '59.17722413748818', '-123.29210014975972', '""59.17722413748818', ' -123.29210014975972""', '""59.17722413748818', ' -123.29210014975972""', '""""', '""Rain', ' Overcast""\n']"
1514,19970406.0,No Cause,No Fire,54.8835767079289,-119.30444681455715,0.0,5.1,27.1,15.9,0.9,51.86,,9.2,,121.55,-4.1,0.0,24.9,0.5,1028.8,"['""""', '54.8835767079289', '-119.30444681455715', '""54.8835767079289', ' -119.30444681455715""', '""54.8835767079289', ' -119.30444681455715""', '""""', '""Clear""\n']"
1515,20111116.0,No Cause,No Fire,48.999649884530356,-121.50386988590556,0.0,35.4,45.6,38.9,33.2,80.73,,13.9,34.5,143.29,28.0,1.07,8.1,38.2,1006.5,"['""Light Snow', ' Mist', ' Rain', ' Light Rain""', '48.999649884530356', '-121.50386988590556', '""48.999649884530356', ' -121.50386988590556""', '""48.999649884530356', ' -121.50386988590556""', '""""', '""Rain', ' Partially cloudy""\n']"
1516,19701220.0,No Cause,No Fire,54.00448900767592,-117.29681731711771,0.0,,,,,,,,,,,0.0,,,,"['""""', '54.00448900767592', '-117.29681731711771', '""54.00448900767592', ' -117.29681731711771""', '""54.00448900767592', ' -117.29681731711771""', '""No data available""', '""""\n']"
1517,20061216.0,No Cause,No Fire,53.16678636145921,-120.39358933836216,0.0,,,,,,,,,,,0.0,,,,"['""""', '53.16678636145921', '-120.39358933836216', '""53.16678636145921', ' -120.39358933836216""', '""53.16678636145921', ' -120.39358933836216""', '""No data available""', '""""\n']"
1518,19730315.0,No Cause,No Fire,59.98118954099304,-116.56430809210106,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1519,19790314.0,No Cause,No Fire,54.196386440690326,-128.55925965020643,0.0,33.9,42.9,37.9,29.2,70.89,,19.5,,151.33,25.0,0.2,8.3,80.9,1007.8,"['""""', '54.196386440690326', '-128.55925965020643', '""54.196386440690326', ' -128.55925965020643""', '""54.196386440690326', ' -128.55925965020643""', '""""', '""Rain', ' Overcast""\n']"
1520,19780304.0,No Cause,No Fire,48.177424684164976,-123.86635354496477,0.0,33.3,50.5,40.8,30.9,69.86,,12.2,,95.21,28.9,0.0,11.7,53.5,999.7,"['""""', '48.177424684164976', '-123.86635354496477', '""48.177424684164976', ' -123.86635354496477""', '""48.177424684164976', ' -123.86635354496477""', '""""', '""Partially cloudy""\n']"
1521,20050804.0,No Cause,No Fire,58.43770310660892,-128.42530845007374,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1522,19971017.0,No Cause,No Fire,50.311064706342584,-120.56180002670892,0.0,37.1,57.6,50.2,43.4,77.68,,18.0,,248.0,35.1,0.3,23.5,60.9,1020.6,"['""Rain', ' Rain Showers', ' Light Rain', ' Sky Coverage Decreasing""', '50.311064706342584', '-120.56180002670892', '""50.311064706342584', ' -120.56180002670892""', '""50.311064706342584', ' -120.56180002670892""', '""""', '""Rain', ' Partially cloudy""\n']"
1523,19791217.0,No Cause,No Fire,54.71688399467064,-122.72159972039587,0.0,-0.3,32.1,9.7,7.0,88.48,,9.2,,143.33,24.3,0.0,2.6,23.3,1003.5,"['""""', '54.71688399467064', '-122.72159972039587', '""54.71688399467064', ' -122.72159972039587""', '""54.71688399467064', ' -122.72159972039587""', '""""', '""Clear""\n']"
1524,20090128.0,No Cause,No Fire,53.36043409932051,-122.76609994607053,0.0,15.2,33.3,27.7,24.5,87.93,,13.3,21.9,178.79,20.4,0.36,8.3,54.4,1025.4,"['""Light Snow', ' Duststorm', ' Light Freezing Rain', ' Snow""', '53.36043409932051', '-122.76609994607053', '""53.36043409932051', ' -122.76609994607053""', '""53.36043409932051', ' -122.76609994607053""', '""""', '""Rain', ' Partially cloudy""\n']"
1525,19830110.0,No Cause,No Fire,59.673152573550226,-120.62140136856064,0.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
1526,20190128.0,No Cause,No Fire,52.25298406192303,-115.92807072704294,0.0,-3.9,28.4,9.5,1.5,72.24,,5.1,,214.29,-6.3,3.15,641.4,0.0,1032.0,"['""""', '52.25298406192303', '-115.92807072704294', '""52.25298406192303', ' -115.92807072704294""', '""52.25298406192303', ' -115.92807072704294""', '""""', '""Rain""\n']"
1527,19870215.0,No Cause,No Fire,49.65944766717148,-127.73242158960136,0.0,42.5,46.5,44.8,,,,41.4,,153.33,30.9,0.12,,0.0,1002.7,"['""""', '49.65944766717148', '-127.73242158960136', '""49.65944766717148', ' -127.73242158960136""', '""49.65944766717148', ' -127.73242158960136""', '""""', '""Rain""\n']"
1528,19851003.0,No Cause,No Fire,48.19124100060471,-125.9037102897744,0.0,,,,,,,,,,,0.0,,,,"['""""', '48.19124100060471', '-125.9037102897744', '""48.19124100060471', ' -125.9037102897744""', '""48.19124100060471', ' -125.9037102897744""', '""No data available""', '""""\n']"
1529,19811014.0,No Cause,No Fire,48.77166901702674,-122.9742144224442,0.0,35.9,55.9,45.2,42.0,89.05,,5.4,,231.09,34.5,0.04,8.7,8.4,1024.6,"['""""', '48.77166901702674', '-122.9742144224442', '""48.77166901702674', ' -122.9742144224442""', '""48.77166901702674', ' -122.9742144224442""', '""""', '""Rain""\n']"
