FIRE_NO,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA,minimum temperature,maximum temperature,average temperature,dew point,relative humidity,heat index,wind speed,wind gust,wind direction,wind chill,precipitation,visibility,cloud cover,sea level pressure,weather_type
C40242,20160321.11,Person,Fire,51.4161,-121.9814,2.4,26.5,49.9,39.4,27.3,65.33,,13.9,19.7,181.9,20.3,0.0,8.7,46.7,1005.3,"['""""', '51.4161', '-121.9814', '""51.4161', ' -121.9814""', '""51.4161', ' -121.9814""', '""""', '""Partially cloudy""\n']"
G60585,20100728.1853,Lightning,Fire,55.825,-124.8283,3.7,,,,,,,,,,,0.0,,,,"['""""', '55.825', '-124.8283', '""55.825', ' -124.8283""', '""55.825', ' -124.8283""', '""No data available""', '""""\n']"
G90246,20030717.1203,Lightning,Fire,59.221500000000006,-123.1562,3.7,54.8,71.9,64.1,47.6,56.82,,20.8,,270.0,,0.0,26.1,58.3,1011.8,"['""Sky Unchanged""', '59.221500000000006', '-123.1562', '""59.221500000000006', ' -123.1562""', '""59.221500000000006', ' -123.1562""', '""""', '""Partially cloudy""\n']"
G80351,20060703.12,Lightning,Fire,57.45370000000001,-121.3333,110.0,,,,,,,,,,,0.0,,,,"['""""', '57.45370000000001', '-121.3333', '""57.45370000000001', ' -121.3333""', '""57.45370000000001', ' -121.3333""', '""No data available""', '""""\n']"
K10046,20030530.13,Person,Fire,52.4842,-119.345,2.0,50.1,79.4,65.2,35.6,42.3,,9.2,,98.33,,0.0,14.9,69.4,1012.4,"['""Precipitation In Vicinity', ' Rain Showers""', '52.4842', '-119.345', '""52.4842', ' -119.345""', '""52.4842', ' -119.345""', '""""', '""Partially cloudy""\n']"
C13155,20181012.13,Person,Fire,53.2496,-123.1275,14.05,31.4,50.0,41.0,34.3,80.1,,20.0,32.8,229.08,39.5,0.09,67.9,33.3,1023.9,"['""Mist', ' Fog', ' Light Rain""', '53.2496', '-123.1275', '""53.2496', ' -123.1275""', '""53.2496', ' -123.1275""', '""""', '""Rain', ' Partially cloudy""\n']"
K70116,20100701.09,Person,Fire,50.7501,-121.8905,4.5,55.3,68.0,62.1,41.8,48.7,,23.0,30.0,192.88,,0.0,8.7,1.4,1011.3,"['""Light Rain""', '50.7501', '-121.8905', '""50.7501', ' -121.8905""', '""50.7501', ' -121.8905""', '""""', '""Clear""\n']"
G40362,20060702.18,Lightning,Fire,53.25830000000001,-125.455,784.0,56.6,77.1,66.7,43.4,46.33,,13.9,,,,0.0,,0.0,1017.4,"['""""', '53.25830000000001', '-125.455', '""53.25830000000001', ' -125.455""', '""53.25830000000001', ' -125.455""', '""""', '""Clear""\n']"
N70039,20021122.12,Person,Fire,49.95690000000001,-116.9809,14.4,41.4,46.8,44.5,43.3,95.43,,6.3,,148.42,37.2,0.01,,0.0,1023.4,"['""""', '49.95690000000001', '-116.9809', '""49.95690000000001', ' -116.9809""', '""49.95690000000001', ' -116.9809""', '""""', '""Rain""\n']"
N60437,20190530.131612,Lightning,Fire,49.40300000000001,-119.2074,11.2,55.4,83.3,69.4,48.2,49.6,81.4,8.6,25.3,185.04,,0.0,184.8,1.6,1014.2,"['""Lightning Without Thunder', ' Mist""', '49.40300000000001', '-119.2074', '""49.40300000000001', ' -119.2074""', '""49.40300000000001', ' -119.2074""', '""""', '""Clear""\n']"
G90415,20100730.1421,Lightning,Fire,59.1373,-120.1535,15.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
V60339,20150720.1445,Person,Fire,48.808,-123.7533,3.0,58.9,73.5,64.2,52.4,66.21,,20.8,29.5,223.88,,0.0,630.5,0.0,1014.5,"['""""', '48.808', '-123.7533', '""48.808', ' -123.7533""', '""48.808', ' -123.7533""', '""""', '""Clear""\n']"
R41684,20180730.17,Lightning,Fire,56.1826,-127.8518,1345.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
N70498,20150707.2026,Lightning,Fire,50.4414,-116.8956,70.60000000000002,57.5,91.2,73.3,49.7,46.68,88.6,3.4,,186.67,,0.0,628.7,0.0,1011.6,"['""""', '50.4414', '-116.8956', '""50.4414', ' -116.8956""', '""50.4414', ' -116.8956""', '""""', '""Clear""\n']"
N20269,20030730.2232,Lightning,Fire,50.79980000000001,-115.759,3543.0,49.1,86.9,67.2,50.5,60.2,83.5,9.4,,152.46,48.6,0.15,8.7,0.0,1016.2,"['""""', '50.79980000000001', '-115.759', '""50.79980000000001', ' -115.759""', '""50.79980000000001', ' -115.759""', '""""', '""Rain""\n']"
G60535,20180616.1445,Person,Fire,55.2517,-123.1088,46.5,46.2,80.6,63.7,39.8,48.4,78.8,8.1,17.2,151.18,,0.0,8.8,15.4,1018.1,"['""Smoke Or Haze""', '55.2517', '-123.1088', '""55.2517', ' -123.1088""', '""55.2517', ' -123.1088""', '""""', '""Clear""\n']"
G10475,20120911.14,Person,Fire,54.14740000000001,-122.492,3.3000000000000003,33.8,55.5,43.8,32.5,67.1,,16.1,25.3,203.79,27.7,0.03,8.9,53.0,1025.3,"['""""', '54.14740000000001', '-122.492', '""54.14740000000001', ' -122.492""', '""54.14740000000001', ' -122.492""', '""""', '""Rain', ' Partially cloudy""\n']"
N40302,20060724.003,Lightning,Fire,51.235,-117.7762,3.0,59.9,93.3,75.4,57.3,57.13,92.0,11.6,50.6,,,0.04,12.7,9.6,1008.6,"['""Precipitation In Vicinity', ' Thunderstorm Without Precipitation""', '51.235', '-117.7762', '""51.235', ' -117.7762""', '""51.235', ' -117.7762""', '""""', '""Rain""\n']"
C52653,20180811.135,Lightning,Fire,52.0422,-123.3556,25.0,46.0,62.7,55.7,42.7,63.42,,10.3,,267.92,43.8,0.0,631.5,0.0,1016.6,"['""""', '52.0422', '-123.3556', '""52.0422', ' -123.3556""', '""52.0422', ' -123.3556""', '""""', '""Clear""\n']"
N10006,20050409.15,Person,Fire,49.5313,-115.5512,2.7,20.9,51.5,36.9,19.0,54.91,,10.7,23.4,196.88,16.4,0.0,14.9,16.5,1012.7,"['""""', '49.5313', '-115.5512', '""49.5313', ' -115.5512""', '""49.5313', ' -115.5512""', '""""', '""Clear""\n']"
G70020,20030430.144,Person,Fire,55.8406,-121.7174,35.0,36.0,67.9,53.8,24.9,35.98,,12.8,,164.43,31.1,0.0,25.5,15.2,1013.2,"['""""', '55.8406', '-121.7174', '""55.8406', ' -121.7174""', '""55.8406', ' -121.7174""', '""""', '""Clear""\n']"
N20020,20050425.15,Person,Fire,50.5714,-116.4419,25.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
K42067,20180803.0723,Lightning,Fire,50.5934,-118.5665,504.0,54.1,70.5,62.4,55.3,78.72,,4.0,,200.96,,0.26,157.7,9.2,1015.2,"['""Mist', ' Thunderstorm', ' Light Rain""', '50.5934', '-118.5665', '""50.5934', ' -118.5665""', '""50.5934', ' -118.5665""', '""""', '""Rain""\n']"
K50195,20030716.115,Person,Fire,49.0079,-119.3438,1230.0,64.3,90.1,77.1,44.5,33.04,86.6,14.5,,218.29,,0.0,13.1,2.4,1013.4,"['""""', '49.0079', '-119.3438', '""49.0079', ' -119.3438""', '""49.0079', ' -119.3438""', '""""', '""Clear""\n']"
G80301,20160713.1722,Lightning,Fire,58.0578,-120.6983,16.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
K50724,20150827.0715,Unknown,Fire,49.719,-119.4379,194.0,59.1,87.6,72.7,38.8,31.68,83.9,7.7,17.2,255.04,,0.0,134.5,2.1,1013.0,"['""Smoke Or Haze""', '49.719', '-119.4379', '""49.719', ' -119.4379""', '""49.719', ' -119.4379""', '""""', '""Clear""\n']"
G70304,20010317.133,Person,Fire,55.85,-121.683,34.6,10.5,46.5,30.3,19.3,65.38,,18.3,,280.71,-4.7,0.0,17.9,81.5,1011.1,"['""Light Snow', ' Duststorm""', '55.85', '-121.683', '""55.85', ' -121.683""', '""55.85', ' -121.683""', '""""', '""Overcast""\n']"
K50049,20030604.12,Person,Fire,49.8356,-119.8511,2.06,45.8,79.8,64.8,37.4,39.23,,10.0,,207.04,47.9,0.0,12.6,8.3,1021.7,"['""""', '49.8356', '-119.8511', '""49.8356', ' -119.8511""', '""49.8356', ' -119.8511""', '""""', '""Clear""\n']"
G80037,20030509.13,Person,Fire,56.671200000000006,-121.5905,2.0,39.3,57.5,49.7,25.2,40.02,,9.2,,142.0,33.7,0.0,14.9,47.8,1024.2,"['""""', '56.671200000000006', '-121.5905', '""56.671200000000006', ' -121.5905""', '""56.671200000000006', ' -121.5905""', '""""', '""Partially cloudy""\n']"
G80149,20030618.12,Person,Fire,56.7813,-121.0531,2.0,46.5,73.5,61.7,37.1,40.72,,18.3,,216.82,41.2,0.0,14.9,66.5,1003.8,"['""""', '56.7813', '-121.0531', '""56.7813', ' -121.0531""', '""56.7813', ' -121.0531""', '""""', '""Partially cloudy""\n']"
C10080,20160602.1502,Lightning,Fire,53.0469,-120.7342,18.7,,,,,,,,,,,0.0,,,,"['""""', '53.0469', '-120.7342', '""53.0469', ' -120.7342""', '""53.0469', ' -120.7342""', '""No data available""', '""""\n']"
G30408,20030815.11,Lightning,Fire,52.5245,-118.7652,71.0,42.9,93.3,66.1,35.4,39.37,88.7,8.1,,168.94,,0.14,14.5,8.0,1016.0,"['""""', '52.5245', '-118.7652', '""52.5245', ' -118.7652""', '""52.5245', ' -118.7652""', '""""', '""Rain""\n']"
K40196,20060628.1421,Person,Fire,50.0364,-119.3931,3.0,49.3,89.2,71.9,37.6,32.99,85.4,9.4,22.0,,,0.0,8.7,1.1,1013.2,"['""""', '50.0364', '-119.3931', '""50.0364', ' -119.3931""', '""50.0364', ' -119.3931""', '""""', '""Clear""\n']"
N70614,20150813.2349,Lightning,Fire,49.3941,-116.4638,41.5,68.0,91.6,79.5,48.9,35.1,88.3,6.9,19.5,226.58,,0.0,98.5,1.2,1011.2,"['""""', '49.3941', '-116.4638', '""49.3941', ' -116.4638""', '""49.3941', ' -116.4638""', '""""', '""Clear""\n']"
G90240,20150623.11,Lightning,Fire,59.67010000000001,-121.0723,7.1000000000000005,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
G40083,20050528.1922,Lightning,Duplicate,53.596000000000004,-124.0444,12500.0,,,,,,,,,,,0.0,,,,"['""""', '53.596000000000004', '-124.0444', '""53.596000000000004', ' -124.0444""', '""53.596000000000004', ' -124.0444""', '""No data available""', '""""\n']"
N52471,20180811.1333,Lightning,Fire,50.0339,-117.4736,558.0,60.0,79.4,70.5,52.4,53.86,,13.3,31.6,228.79,,0.05,627.8,0.0,1010.5,"['""""', '50.0339', '-117.4736', '""50.0339', ' -117.4736""', '""50.0339', ' -117.4736""', '""""', '""Rain""\n']"
N42159,20180731.2106,Lightning,Fire,51.5475,-118.0725,140.0,57.8,83.1,68.5,57.5,71.02,81.6,8.1,,139.67,,0.02,35.0,36.6,1012.6,"['""Thunderstorm""', '51.5475', '-118.0725', '""51.5475', ' -118.0725""', '""51.5475', ' -118.0725""', '""""', '""Rain', ' Partially cloudy""\n']"
G10108,20000531.2,Person,Fire,53.9452,-123.0892,3.0,38.6,69.2,54.0,38.8,61.97,,15.0,,160.0,37.2,0.0,38.1,49.6,1021.2,"['""Precipitation In Vicinity""', '53.9452', '-123.0892', '""53.9452', ' -123.0892""', '""53.9452', ' -123.0892""', '""""', '""Partially cloudy""\n']"
VA0407,20001119.14,Person,Fire,51.2367,-127.524,3.7,33.9,52.7,46.2,36.4,69.11,,37.0,,123.17,27.1,0.03,15.3,90.3,1020.3,"['""Precipitation In Vicinity', ' Fog', ' Rain Showers', ' Light Rain', ' Sky Coverage Increasing""', '51.2367', '-127.524', '""51.2367', ' -127.524""', '""51.2367', ' -127.524""', '""""', '""Rain', ' Overcast""\n']"
G90220,20170530.1854,Unknown,Nuisance Fire,58.4118,-124.0496,15.0,,,,,,,,,,,0.0,,,,"['""""', '58.4118', '-124.0496', '""58.4118', ' -124.0496""', '""58.4118', ' -124.0496""', '""No data available""', '""""\n']"
G32617,20180621.1429,Lightning,Fire,52.2909,-119.199,320.0,55.6,80.6,67.8,53.3,63.35,79.7,12.8,22.0,200.17,,0.0,112.5,14.4,1013.3,"['""""', '52.2909', '-119.199', '""52.2909', ' -119.199""', '""52.2909', ' -119.199""', '""""', '""Clear""\n']"
G10809,20061011.12,Person,Fire,54.79470000000001,-123.0837,50.0,32.1,60.9,47.2,38.3,73.61,,10.3,,,33.8,0.0,8.2,0.0,1019.2,"['""""', '54.79470000000001', '-123.0837', '""54.79470000000001', ' -123.0837""', '""54.79470000000001', ' -123.0837""', '""""', '""Clear""\n']"
K20207,20020725.2312,Lightning,Fire,51.1139,-119.9704,3.0,71.7,94.8,82.3,58.7,46.61,94.4,9.0,,186.17,,0.0,29.2,26.6,1009.3,"['""""', '51.1139', '-119.9704', '""51.1139', ' -119.9704""', '""51.1139', ' -119.9704""', '""""', '""Partially cloudy""\n']"
G60488,20060704.16,Lightning,Fire,55.1627,-123.1749,5.1000000000000005,60.9,87.9,72.8,50.4,48.83,85.2,8.1,,,,0.0,7.2,2.0,1015.4,"['""""', '55.1627', '-123.1749', '""55.1627', ' -123.1749""', '""55.1627', ' -123.1749""', '""""', '""Clear""\n']"
N51325,20180717.2115,Lightning,Fire,50.20520000000001,-117.4903,11.0,59.9,91.2,75.8,50.3,45.68,87.5,8.1,,173.13,,0.02,628.4,0.0,1011.7,"['""""', '50.20520000000001', '-117.4903', '""50.20520000000001', ' -117.4903""', '""50.20520000000001', ' -117.4903""', '""""', '""Rain""\n']"
N10165,20010707.16,Person,Fire,49.6966,-115.903,5.0,54.6,84.1,70.9,42.7,38.77,81.5,15.8,,189.96,,0.04,24.7,20.7,1014.2,"['""""', '49.6966', '-115.903', '""49.6966', ' -115.903""', '""49.6966', ' -115.903""', '""""', '""Rain""\n']"
G90136,20120621.1406,Lightning,Fire,59.6655,-121.2447,2.9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
C50019,20010418.12,Person,Fire,51.9669,-123.1508,20.0,26.3,47.3,36.8,27.5,73.02,,9.5,,205.72,32.4,0.04,10.9,31.4,1012.3,"['""Precipitation In Vicinity', ' Rain Showers', ' Sky Unchanged', ' Snow""', '51.9669', '-123.1508', '""51.9669', ' -123.1508""', '""51.9669', ' -123.1508""', '""""', '""Rain', ' Partially cloudy""\n']"
V10740,20041004.17,Person,Fire,49.0084,-121.5307,20.0,43.7,69.0,54.6,49.4,84.57,,6.7,,126.0,42.4,0.01,7.1,7.3,1017.7,"['""Mist', ' Fog', ' Light Rain""', '49.0084', '-121.5307', '""49.0084', ' -121.5307""', '""49.0084', ' -121.5307""', '""""', '""Rain""\n']"
G90428,20040724.2137,Lightning,Fire,59.4016,-120.2019,5.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
G40044,20100403.12,Person,Fire,54.0974,-124.8053,20.8,33.9,53.7,42.3,22.2,46.34,,11.4,,101.3,26.2,0.0,8.7,0.0,999.2,"['""Light Snow', ' Light Freezing Rain', ' Snow""', '54.0974', '-124.8053', '""54.0974', ' -124.8053""', '""54.0974', ' -124.8053""', '""""', '""Clear""\n']"
N10646,20111001.21,Person,Fire,49.614,-115.774,8.0,49.9,69.7,59.3,50.0,72.23,,12.8,28.9,152.13,45.5,0.15,24.0,81.0,1011.4,"['""""', '49.614', '-115.774', '""49.614', ' -115.774""', '""49.614', ' -115.774""', '""""', '""Rain', ' Overcast""\n']"
G60296,20001004.153,Person,Fire,56.2565,-125.389,12.0,48.3,57.3,54.7,50.6,86.24,,24.2,,295.45,41.7,0.0,14.5,73.6,997.1,"['""Rain Showers""', '56.2565', '-125.389', '""56.2565', ' -125.389""', '""56.2565', ' -125.389""', '""""', '""Partially cloudy""\n']"
C50206,20141018.15,Person,Fire,52.0103,-123.1693,6.4,34.0,62.8,53.5,36.6,54.36,,18.9,38.0,127.5,29.5,0.0,102.7,21.0,1006.3,"['""""', '52.0103', '-123.1693', '""52.0103', ' -123.1693""', '""52.0103', ' -123.1693""', '""""', '""Clear""\n']"
G80293,20050712.1711,Lightning,Fire,57.6338,-120.6898,2.4,,,,,,,,,,,0.0,,,,"['""""', '57.6338', '-120.6898', '""57.6338', ' -120.6898""', '""57.6338', ' -120.6898""', '""No data available""', '""""\n']"
G40043,20110606.1636,Lightning,Fire,53.88370000000001,-124.8835,2.3000000000000003,38.5,64.5,51.8,32.6,50.9,,16.7,26.5,291.38,35.0,0.03,8.7,1.4,1014.2,"['""""', '53.88370000000001', '-124.8835', '""53.88370000000001', ' -124.8835""', '""53.88370000000001', ' -124.8835""', '""""', '""Rain""\n']"
N50132,20020716.1445,Person,Fire,49.7625,-117.3667,2.5,59.0,86.6,71.7,56.3,61.73,85.1,7.4,,88.96,,0.0,14.9,4.4,1010.6,"['""""', '49.7625', '-117.3667', '""49.7625', ' -117.3667""', '""49.7625', ' -117.3667""', '""""', '""Clear""\n']"
V70156,20160629.11,Person,Fire,49.0286,-123.802,2.6,57.9,68.8,63.5,57.2,80.16,,14.8,24.2,164.75,,0.02,633.8,0.0,1020.0,"['""""', '49.0286', '-123.802', '""49.0286', ' -123.802""', '""49.0286', ' -123.802""', '""""', '""Rain""\n']"
K20255,20100727.2215,Person,Fire,50.6617,-120.1911,50.7,59.2,96.6,79.3,46.7,34.47,92.9,20.9,34.6,187.79,,0.12,39.6,33.8,1008.9,"['""Thunderstorm', ' Rain Showers""', '50.6617', '-120.1911', '""50.6617', ' -120.1911""', '""50.6617', ' -120.1911""', '""""', '""Rain', ' Partially cloudy""\n']"
N60126,20120709.2035,Lightning,Fire,49.7881,-118.6304,4.5,59.6,89.6,74.0,56.9,58.48,87.6,11.3,32.2,172.5,,0.17,8.9,25.6,1015.7,"['""Light Rain""', '49.7881', '-118.6304', '""49.7881', ' -118.6304""', '""49.7881', ' -118.6304""', '""""', '""Rain', ' Partially cloudy""\n']"
K60595,20140914.165,Person,Fire,49.5226,-120.4828,182.0,37.7,80.9,57.3,28.4,40.28,78.8,8.0,,240.92,,0.0,216.0,0.0,1016.1,"['""""', '49.5226', '-120.4828', '""49.5226', ' -120.4828""', '""49.5226', ' -120.4828""', '""""', '""Clear""\n']"
C20049,20000424.093,Person,Fire,52.2167,-122.8,35.0,30.3,46.5,38.4,12.3,36.23,,11.4,,130.0,23.4,0.0,14.9,32.2,1020.9,"['""""', '52.2167', '-122.8', '""52.2167', ' -122.8""', '""52.2167', ' -122.8""', '""""', '""Partially cloudy""\n']"
K10234,20030713.22,Lightning,Fire,52.6117,-120.0762,164.6,53.7,65.0,58.8,55.3,88.78,,4.7,,116.67,,0.44,12.9,60.0,1016.5,"['""Mist', ' Precipitation In Vicinity', ' Thunderstorm', ' Rain Showers""', '52.6117', '-120.0762', '""52.6117', ' -120.0762""', '""52.6117', ' -120.0762""', '""""', '""Rain', ' Partially cloudy""\n']"
K70376,20160817.17,Person,Fire,50.89740000000001,-121.7707,2.6,59.4,86.8,74.1,42.6,33.85,83.6,8.9,18.3,292.29,,0.0,149.0,0.0,1020.2,"['""""', '50.89740000000001', '-121.7707', '""50.89740000000001', ' -121.7707""', '""50.89740000000001', ' -121.7707""', '""""', '""Clear""\n']"
N70689,20130906.1311,Lightning,Fire,50.50530000000001,-117.3738,36.0,55.8,65.4,60.0,57.5,91.77,,5.7,18.3,154.29,,0.92,133.2,18.8,1018.5,"['""Lightning Without Thunder', ' Mist', ' Rain', ' Fog', ' Heavy Rain', ' Light Rain""', '50.50530000000001', '-117.3738', '""50.50530000000001', ' -117.3738""', '""50.50530000000001', ' -117.3738""', '""""', '""Rain""\n']"
C50396,20090730.143,Lightning,Fire,52.55130000000001,-125.8183,2826.0,60.9,95.1,83.5,56.8,45.43,93.4,13.9,,224.29,,0.0,14.9,46.7,1009.0,"['""Fog""', '52.55130000000001', '-125.8183', '""52.55130000000001', ' -125.8183""', '""52.55130000000001', ' -125.8183""', '""""', '""Partially cloudy""\n']"
V62283,20171027.11,Person,Fire,48.5973,-124.0175,43.6,49.3,61.2,53.9,42.2,65.1,,10.7,18.3,78.92,48.5,0.01,634.1,0.0,1020.0,"['""""', '48.5973', '-124.0175', '""48.5973', ' -124.0175""', '""48.5973', ' -124.0175""', '""""', '""Rain""\n']"
R91947,20180801.1642,Lightning,Fire,57.9006,-131.252,121215.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
N70475,20030806.2122,Lightning,Fire,50.59370000000001,-117.0727,728.0,53.3,79.6,67.3,55.4,68.07,,11.4,,198.96,,0.0,29.8,16.6,1013.1,"['""Precipitation In Vicinity', ' Thunderstorm', ' Thunderstorm Without Precipitation', ' Rain Showers', ' Fog""', '50.59370000000001', '-117.0727', '""50.59370000000001', ' -117.0727""', '""50.59370000000001', ' -117.0727""', '""""', '""Clear""\n']"
G90251,20120724.1453,Lightning,Fire,59.3404,-120.9814,54.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']"
V30572,20040814.21,Lightning,Fire,50.4508,-123.1707,2.5,62.0,97.2,77.2,54.5,51.44,94.4,8.1,,167.96,,0.0,14.9,11.3,1012.3,"['""""', '50.4508', '-123.1707', '""50.4508', ' -123.1707""', '""50.4508', ' -123.1707""', '""""', '""Clear""\n']"
N11978,20170830.194000002,Lightning,Fire,49.3705,-114.5962,270.0,50.1,87.5,68.1,41.7,44.65,83.9,9.7,27.5,238.25,,0.0,628.8,0.0,1012.0,"['""""', '49.3705', '-114.5962', '""49.3705', ' -114.5962""', '""49.3705', ' -114.5962""', '""""', '""Clear""\n']"
G60283,20140717.063,Lightning,Fire,56.1218,-123.6473,2289.46,,,,,,,,,,,0.0,,,,"['""""', '56.1218', '-123.6473', '""56.1218', ' -123.6473""', '""56.1218', ' -123.6473""', '""No data available""', '""""\n']"
G80018,20050424.1,Person,Fire,56.2091,-120.84700000000001,2.5,35.9,71.2,53.3,31.8,49.77,,7.1,,188.92,33.3,0.0,22.3,8.0,1021.0,"['""""', '56.2091', '-120.84700000000001', '""56.2091', ' -120.84700000000001""', '""56.2091', ' -120.84700000000001""', '""""', '""Clear""\n']"
K20462,20110824.1315,Person,Fire,50.91,-120.595,3.0,58.4,85.4,72.5,46.1,41.06,82.6,16.8,20.8,221.21,,0.0,39.6,24.4,1012.0,"['""""', '50.91', '-120.595', '""50.91', ' -120.595""', '""50.91', ' -120.595""', '""""', '""Clear""\n']"
N50377,20030808.11,Lightning,Fire,50.9588,-117.6467,20.0,55.4,84.0,67.9,54.4,64.61,83.7,7.2,,184.48,,0.0,11.7,8.2,1014.8,"['""Fog""', '50.9588', '-117.6467', '""50.9588', ' -117.6467""', '""50.9588', ' -117.6467""', '""""', '""Clear""\n']"
G70050,20100419.16,Person,Fire,55.8331,-121.8559,100.0,35.6,71.6,56.0,27.8,40.18,,13.9,,126.92,32.0,0.0,34.8,71.8,1012.1,"['""""', '55.8331', '-121.8559', '""55.8331', ' -121.8559""', '""55.8331', ' -121.8559""', '""""', '""Partially cloudy""\n']"
G50501,20040817.202,Lightning,Fire,54.4817,-123.5882,2.2,30.3,55.7,46.9,35.2,66.56,,18.3,,326.5,32.9,0.02,8.1,30.4,1019.1,"['""Light Rain""', '54.4817', '-123.5882', '""54.4817', ' -123.5882""', '""54.4817', ' -123.5882""', '""""', '""Rain', ' Partially cloudy""\n']"
V10593,20040815.0643,Lightning,Fire,49.08600000000001,-121.0797,3.5,60.5,87.3,74.3,60.0,63.71,87.4,8.1,,218.0,,0.01,8.7,6.1,1014.2,"['""""', '49.08600000000001', '-121.0797', '""49.08600000000001', ' -121.0797""', '""49.08600000000001', ' -121.0797""', '""""', '""Rain""\n']"
G80057,20100421.133,Person,Fire,56.63930000000001,-121.302,100.0,35.6,68.0,52.0,30.3,44.55,,23.0,28.9,232.92,29.9,0.0,14.9,73.6,1005.5,"['""Sky Coverage Increasing""', '56.63930000000001', '-121.302', '""56.63930000000001', ' -121.302""', '""56.63930000000001', ' -121.302""', '""""', '""Partially cloudy""\n']"
K70270,20140715.1,Person,Fire,50.2696,-121.5608,1389.0,71.7,100.8,85.6,55.4,38.51,99.9,24.7,39.1,180.88,,0.0,35.5,0.0,1012.3,"['""""', '50.2696', '-121.5608', '""50.2696', ' -121.5608""', '""50.2696', ' -121.5608""', '""""', '""Clear""\n']"
V92702,20180811.0241,Lightning,Fire,50.09070000000001,-127.2839,9.0,55.0,61.4,57.4,54.5,90.31,,16.3,27.5,239.58,,0.05,114.7,31.7,1017.9,"['""Mist', ' Precipitation In Vicinity', ' Light Rain', ' Sky Coverage Increasing""', '50.09070000000001', '-127.2839', '""50.09070000000001', ' -127.2839""', '""50.09070000000001', ' -127.2839""', '""""', '""Rain', ' Partially cloudy""\n']"
