FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,SOURCE,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE,OBJECTID,AREA_SQM,FEAT_LEN,X,Y
131,,1930,Person,1930-131,46504.700000000004,linens,,20070517130649,19300808,digitised,JA70003000,,1692838,465047917.0355,153104.2193,,
132,,1930,Lightning,1930-132,1060.6,linens,,20070517130617,19300808,digitised,JA70003000,,1692839,10606102.5041,13908.980800000001,,
133,,1930,Person,1930-133,18.2,linens,,20070517130610,19300705,digitised,JA70003000,,1692840,182038.9681,1655.4287000000002,,
133,,1930,Lightning,1930-133,358.2,linens,,20070517130617,19300730,digitised,JA70003000,,1692841,3582793.1829,7908.900000000001,,
180,,1930,Lightning,1930-180,714.4,linens,,20070517130615,19300824,digitised,JA70003000,,1692915,7144507.7438,12265.1242,,
181a,,1930,Person,1930-181a,17.8,linens,,20070517130615,19300904,digitised,JA70003000,,1692916,178824.9034,1512.8974,,
182,,1930,Person,1930-182,78.9,linens,,20070517130610,19300904,digitised,JA70003000,,1692917,789822.7536,3866.5348000000004,,
182,,1930,Person,1930-182,13.8,linens,,20070517130616,19300715,digitised,JA70003000,,1692918,138058.0774,1335.037,,
33,,1930,Person,1930-33,852.8000000000001,linens,,20070517130615,19300513,digitised,JA70003000,,1693031,8528906.8415,11685.3286,,
33,,1930,Person,1930-33,86.5,linens,,20070517130616,19300516,digitised,JA70003000,,1693032,865706.8196,3990.7175,,
33,,1930,Person,1930-33,293.40000000000003,linens,,20070517130624,19300514,digitised,JA70003000,,1693033,2934715.2955,8794.5887,,
331,,1930,Person,1930-331,122.3,linens,,20070517130609,19300730,digitised,JA70003000,,1693034,1223392.5551,4577.2441,,
443,,1930,Person,1930-443,292.5,linens,,20070517130620,19300824,digitised,JA70003000,,1693100,2924996.5277,7095.8401,,
446,,1930,Lightning,1930-446,161.8,linens,,20070517130611,19300807,digitised,JA70003000,,1693101,1618515.5297,6139.2847,,
45,,1930,Person,1930-45,2.5,linens,,20070517130617,19300513,digitised,JA70003000,,1693102,25966.0432,586.2447000000001,,
453,,1930,Lightning,1930-453,495.40000000000003,linens,,20070517130621,19300804,digitised,JA70003000,,1693103,4954964.8064,10038.8654,,
457,,1930,Person,1930-457,95.2,linens,,20070517130613,19300831,digitised,JA70003000,,1693104,952679.3506,4549.636100000001,,
134,,1930,Person,1930-134,35.7,linens,,20070517130615,19300807,digitised,JA70003000,,1692842,357197.0708,3095.4547000000002,,
134,,1930,Person,1930-134,131.6,linens,,20070517130617,19300808,digitised,JA70003000,,1692843,1316002.7251,5111.9265000000005,,
134,,1930,Person,1930-134,22.7,linens,,20070517130618,19300721,digitised,JA70003000,,1692844,227034.2827,2092.1706,,
135,,1930,Person,1930-135,11.200000000000001,linens,,20070517130616,19300721,digitised,JA70003000,,1692845,112028.2725,1219.7537,,
137,,1930,Person,1930-137,4801.3,linens,,20070517130649,19300803,digitised,JA70003000,,1692846,48013170.6916,45438.7122,,
138,,1930,Lightning,1930-138,33.4,linens,,20070517130622,19300715,digitised,JA70003000,,1692847,334426.889,2318.2195,,
183,,1930,Person,1930-183,1084.5,linens,,20070517130615,19300713,digitised,JA70003000,,1692919,10845930.0635,15477.996500000001,,
184,,1930,Person,1930-184,127.10000000000001,linens,,20070517130617,19300515,digitised,JA70003000,,1692920,1271579.8139,4629.874,,
184,,1930,Person,1930-184,44.7,linens,,20070517130622,19300817,digitised,JA70003000,,1692921,447981.9658,2964.4003000000002,,
185,,1930,Person,1930-185,21,linens,,20070517130622,19300715,digitised,JA70003000,,1692922,210316.3399,2891.7467,,
186,,1930,Lightning,1930-186,64.6,linens,,20070517130610,19300712,digitised,JA70003000,,1692923,646432.3847,3550.3473000000004,,
187,,1930,Lightning,1930-187,93.2,linens,,20070517130620,19300907,digitised,JA70003000,,1692924,932446.5282,5701.8539,,
19,,1930,Person,1930-19,82,linens,,20070517130612,19300513,digitised,JA70003000,,1692925,820863.0978,3537.7523,,
334,,1930,Person,1930-334,9.6,linens,,20070517130612,19300815,digitised,JA70003000,,1693035,96987.4424,1152.6447,,
334a,,1930,Lightning,1930-334a,12.9,linens,,20070517130619,19300723,digitised,JA70003000,,1693036,129372.8563,1405.4703000000002,,
343b,,1930,Person,1930-343b,37.1,linens,,20070517130620,19300730,digitised,JA70003000,,1693037,371243.9766,2478.8234,,
349,,1930,Lightning,1930-349,21.2,linens,,20070517130611,19300713,digitised,JA70003000,,1693038,212585.3321,2091.9797000000003,,
35,,1930,Person,1930-35,121.9,linens,,20070517130616,19300515,digitised,JA70003000,,1693039,1219021.2383,5294.5704000000005,,
359a,,1930,Lightning,1930-359a,441.5,linens,,20070517130620,19300730,digitised,JA70003000,,1693040,4415321.065,12175.898799999999,,
359a,,1930,Person,1930-359a,21.400000000000002,linens,,20070517130622,19300814,digitised,JA70003000,,1693041,214463.196,2114.5663,,
53,,1930,Person,1930-53,2462.4,linens,,20070517130648,19300510,digitised,JA70003000,,1693139,24624564.3997,30865.1408,,
530,,1930,Person,1930-530,19,linens,,20070517130612,19301001,digitised,JA70003000,,1693140,190456.7056,2538.359,,
532,,1930,Person,1930-532,27.2,linens,,20070517130610,19300813,digitised,JA70003000,,1693141,272963.5444,2965.0728,,
532,,1930,Person,1930-532,12,linens,,20070517130626,19300921,assumed_shape,JA70003000,,1693142,120784.6323,1233.5677,,
533,,1930,Lightning,1930-533,9376.800000000001,linens,,20070517130648,19300808,digitised,JA70003000,,1693143,93768920.6823,61909.0559,,
535,,1930,Person,1930-535,13.200000000000001,linens,,20070517130622,20070516,digitised,JA70003000,,1693144,132528.9545,1429.1485,,
138,,1930,Lightning,1930-138,395.6,linens,,20070517130622,19300729,digitised,JA70003000,,1692848,3956568.0196,11172.5192,,
139,,1930,Person,1930-139,14.9,linens,,20070517130616,19300822,digitised,JA70003000,,1692849,149921.5583,1422.8034,,
13a,,1930,Person,1930-13a,13.8,linens,,20070517130616,19300513,digitised,JA70003000,,1692850,138156.4633,1352.0178,,
14,,1930,Person,1930-14,199.70000000000002,linens,,20070517130612,19300508,digitised,JA70003000,,1692851,1997883.1682,6937.0650000000005,,
19,,1930,Person,1930-19,10,linens,,20070517130615,19300514,digitised,JA70003000,,1692926,100463.0865,1149.9811,,
192,,1930,Lightning,1930-192,225.5,linens,,20070517130619,19300714,digitised,JA70003000,,1692927,2255557.6355,6649.904600000001,,
193,,1930,Person,1930-193,0.8,linens,,20070517130614,19300813,digitised,JA70003000,,1692928,8891.4028,381.5919,,
193,,1930,Person,1930-193,0.7000000000000001,linens,,20070517130614,19300813,digitised,JA70003000,,1692929,7416.788600000001,318.3256,,
193,,1930,Person,1930-193,0.7000000000000001,linens,,20070517130614,19300813,digitised,JA70003000,,1692930,7428.7415,330.8698,,
193,,1930,Person,1930-193,166.9,linens,,20070517130614,19300813,digitised,JA70003000,,1692931,1669567.5601,6135.154500000001,,
193,,1930,Person,1930-193,37.1,linens,,20070517130614,19300813,digitised,JA70003000,,1692932,371588.0712,2668.6763,,
193,,1930,Lightning,1930-193,27,linens,,20070517130619,19300714,digitised,JA70003000,,1692933,270979.1184,2346.5875,,
194,,1930,Person,1930-194,1.2,linens,,20070517130614,19300813,digitised,JA70003000,,1692934,12494.8848,481.0719,,
362,,1930,Person,1930-362,85.60000000000001,linens,,20070517130610,19300729,digitised,JA70003000,,1693042,856147.7268,3428.9799000000003,,
368,,1930,Lightning,1930-368,41.5,linens,,20070517130618,19300731,digitised,JA70003000,,1693043,415113.5127,3583.7551000000003,,
37,,1930,Person,1930-37,39.6,linens,,20070517130619,19300516,digitised,JA70003000,,1693044,396179.2706,2438.4942,,
370,,1930,Person,1930-370,183.3,linens,,20070517130612,19300818,digitised,JA70003000,,1693045,1833552.9456,7491.049800000001,,
370,,1930,Lightning,1930-370,626.2,linens,,20070517130620,19300723,digitised,JA70003000,,1693046,6262171.0157,20891.5708,,
372,,1930,Lightning,1930-372,253,linens,,20070517130623,19300723,assumed_shape,JA70003000,,1693047,2530245.5753,9546.6864,,
479,,1930,Person,1930-479,459.8,linens,,20070517130614,19300916,digitised,JA70003000,,1693116,4598967.868,11337.7415,,
48,,1930,Person,1930-48,54.6,linens,,20070517130610,19300513,digitised,JA70003000,,1693117,546143.951,2914.0189,,
480,,1930,Person,1930-480,37,linens,,20070517130612,19300920,digitised,JA70003000,,1693118,370067.4892,2774.1128000000003,,
484,,1930,Person,1930-484,91.2,linens,,20070517130614,19300921,digitised,JA70003000,,1693119,912280.8947,10289.3096,,
485,,1930,Person,1930-485,73,linens,,20070517130625,19300921,assumed_shape,JA70003000,,1693120,730450.8377,3522.1078,,
14,,1930,Person,1930-14,155,linens,,20070517130621,19300408,digitised,JA70003000,,1692852,1550564.0661,4833.028,,
140,,1930,Person,1930-140,28.7,linens,,20070517130609,19300923,digitised,JA70003000,,1692853,287575.4584,2074.7866,,
140a,,1930,Person,1930-140a,13.4,linens,,20070517130616,19300822,digitised,JA70003000,,1692854,134534.8107,1378.1143,,
141,,1930,Person,1930-141,19.1,linens,,20070517130616,19300822,digitised,JA70003000,,1692855,191931.6153,1608.8249,,
142,,1930,Person,1930-142,15.4,linens,,20070517130616,19300817,digitised,JA70003000,,1692856,154156.939,1509.9975000000002,,
143,,1930,Person,1930-143,12.200000000000001,linens,,20070517130616,19300822,digitised,JA70003000,,1692857,122087.5185,2198.5982,,
144,,1930,Person,1930-144,18.5,linens,,20070517130616,19300822,digitised,JA70003000,,1692858,185568.9404,2006.0844000000002,,
144,,1930,Lightning,1930-144,29.6,linens,,20070517130618,19300808,digitised,JA70003000,,1692859,296923.5991,2514.3319,,
194,,1930,Person,1930-194,588.6,linens,,20070517130614,19300813,digitised,JA70003000,,1692935,5886142.4299,13219.0285,,
196,,1930,Lightning,1930-196,46.300000000000004,linens,,20070517130619,19300714,digitised,JA70003000,,1692936,463017.7578,3046.3972000000003,,
197,,1930,Person,1930-197,31.3,linens,,20070517130620,19300910,digitised,JA70003000,,1692937,313415.2053,2551.1675,,
204,,1930,Lightning,1930-204,364.2,linens,,20070517130618,19300701,digitised,JA70003000,,1692938,3642883.5875,8428.7035,,
205,,1930,Lightning,1930-205,217.4,linens,,20070517130611,19300713,digitised,JA70003000,,1692939,2174894.1577,7382.6538,,
374,,1930,Lightning,1930-374,738.8000000000001,linens,,20070517130609,19300810,digitised,JA70003000,,1693048,7388527.9784,11209.4652,,
376,,1930,Lightning,1930-376,349.2,linens,,20070517130620,19300731,digitised,JA70003000,,1693049,3492044.0376,6784.4017,,
38,,1930,Person,1930-38,95.9,linens,,20070517130616,19300505,digitised,JA70003000,,1693050,959727.8743,4465.0936,,
380,,1930,Person,1930-380,166.20000000000002,linens,,20070517130625,19300814,assumed_shape,JA70003000,,1693051,1661998.6293,4847.5611,,
381,,1930,Lightning,1930-381,15.9,linens,,20070517130612,19300702,digitised,JA70003000,,1693052,159237.0576,1509.4324000000001,,
385,,1930,Lightning,1930-385,89.5,linens,,20070517130612,19300825,digitised,JA70003000,,1693053,895968.3674,4335.6598,,
39,,1930,Person,1930-39,5.8,linens,,20070517130619,19300515,digitised,JA70003000,,1693054,58906.1706,907.1367,,
390,,1930,Person,1930-390,69.8,linens,,20070517130620,19300803,assumed_shape,JA70003000,,1693055,698929.3606,3612.0112000000004,,
49,,1930,Person,1930-49,547.7,linens,,20070517130616,19300509,digitised,JA70003000,,1693127,5477442.9423,10516.2221,,
493,,1930,Person,1930-493,15.8,linens,,20070517130614,19300917,digitised,JA70003000,,1693128,158062.7778,1576.4092,,
494,,1930,Person,1930-494,137.70000000000002,linens,,20070517130625,19300920,assumed_shape,JA70003000,,1693129,1377018.1589,4165.1149000000005,,
495,,1930,Person,1930-495,64.4,linens,,20070517130626,19300919,assumed_shape,JA70003000,,1693130,644147.2298,2848.7196000000004,,
498,,1930,Person,1930-498,105.5,linens,,20070517130624,19300923,assumed_shape,JA70003000,,1693131,1055303.853,5827.9698,,
145,,1930,Person,1930-145,645.1,linens,,20070517130615,19300801,digitised,JA70003000,,1692860,6451380.9007,13310.6757,,
14a,,1930,Person,1930-14a,6.1000000000000005,linens,,20070517130617,19300513,digitised,JA70003000,,1692861,61681.7506,945.2719000000001,,
14a,,1930,Person,1930-14a,6.7,linens,,20070517130617,19300513,digitised,JA70003000,,1692862,67667.6795,1707.0210000000002,,
14a,,1930,Person,1930-14a,10.8,linens,,20070517130617,19300513,digitised,JA70003000,,1692863,108372.45360000001,1342.9383,,
14a,,1930,Person,1930-14a,5.9,linens,,20070517130617,19300513,digitised,JA70003000,,1692864,59037.5244,1051.1897000000001,,
15,,1930,Person,1930-15,32.8,linens,,20070517130616,19300514,digitised,JA70003000,,1692865,328399.7824,2244.0081,,
15,,1930,Person,1930-15,369.7,linens,,20070517130617,19300513,digitised,JA70003000,,1692866,3697565.8113,8147.0275,,
151,,1930,Lightning,1930-151,179.5,linens,,20070517130617,19300712,digitised,JA70003000,,1692867,1795247.1683,6175.7546,,
151,,1930,Lightning,1930-151,21.6,linens,,20070517130622,19300826,digitised,JA70003000,,1692868,216994.0659,1742.9732000000001,,
205,,1930,Person,1930-205,1.7,linens,,20070517130617,19300814,digitised,JA70003000,,1692940,17517.6286,537.6292000000001,,
205,,1930,Person,1930-205,69.7,linens,,20070517130617,19300814,digitised,JA70003000,,1692941,697522.0694,3947.7242,,
206,,1930,Lightning,1930-206,964.9,linens,,20070517130606,19300713,digitised,JA70003000,,1692942,9649040.6873,12448.0126,,
208,,1930,Lightning,1930-208,1009.6,linens,,20070517130611,19300713,digitised,JA70003000,,1692943,10096501.0614,17555.7936,,
392,,1930,Lightning,1930-392,35.5,linens,,20070517130621,19300723,digitised,JA70003000,,1693056,355387.6832,2407.8737,,
393,,1930,Lightning,1930-393,49,linens,,20070517130621,19300729,digitised,JA70003000,,1693057,490040.4958,3070.6235,,
394,,1930,Lightning,1930-394,161.8,linens,,20070517130621,19300729,digitised,JA70003000,,1693058,1618208.1091,5241.941,,
395,,1930,Lightning,1930-395,288.5,linens,,20070517130621,19300723,digitised,JA70003000,,1693059,2885734.2416,6565.595700000001,,
396,,1930,Lightning,1930-396,146.6,linens,,20070517130611,19300815,digitised,JA70003000,,1693060,1466856.5396,4995.736800000001,,
397,,1930,Lightning,1930-397,25.3,linens,,20070517130611,19300815,digitised,JA70003000,,1693061,253486.60080000001,2206.0962,,
3a,,1930,Person,1930-3a,43.4,linens,,20070517130610,19300406,digitised,JA70003000,,1693062,434102.9141,2783.565,,
46,,1930,Person,1930-46,12.9,linens,,20070517130617,19300514,digitised,JA70003000,,1693105,129683.1425,1392.1301,,
463,,1930,Lightning,1930-463,526.8,linens,,20070517130619,19300806,digitised,JA70003000,,1693106,5268636.4695,11583.3256,,
463,,1930,Lightning,1930-463,91.60000000000001,linens,,20070517130619,19300806,digitised,JA70003000,,1693107,916414.3281,3931.9912000000004,,
468,,1930,Person,1930-468,48.2,linens,,20070517130626,19300913,assumed_shape,JA70003000,,1693108,482477.792,2465.449,,
47,,1930,Person,1930-47,193.3,linens,,20070517130617,19300614,digitised,JA70003000,,1693109,1933737.3851,5727.1067,,
47,,1930,Person,1930-47,8.700000000000001,linens,,20070517130617,19300515,digitised,JA70003000,,1693110,87151.76209999999,1463.4598,,
152,,1930,Person,1930-152,602.5,linens,,20070517130617,19300804,digitised,JA70003000,,1692869,6025560.4779,11492.4349,,
154,,1930,Person,1930-154,12.8,linens,,20070517130611,19300816,digitised,JA70003000,,1692870,128440.1976,1547.5248000000001,,
154,,1930,Lightning,1930-154,242.6,linens,,20070517130619,19300714,digitised,JA70003000,,1692871,2426772.0004,6230.4484,,
155,,1930,Lightning,1930-155,827.9,linens,,20070517130617,19300807,digitised,JA70003000,,1692872,8279186.5073,15663.1469,,
155a,,1930,Person,1930-155a,485.2,linens,,20070517130616,19300720,digitised,JA70003000,,1692873,4852267.1081,10406.4951,,
20a,,1930,Person,1930-20a,29.6,linens,,20070517130617,19300514,digitised,JA70003000,,1692944,296102.1506,2526.2762000000002,,
21,,1930,Person,1930-21,53.7,linens,,20070517130610,19300420,digitised,JA70003000,,1692945,537470.9973,4448.404,,
21,,1930,Person,1930-21,5.9,linens,,20070517130614,19300514,digitised,JA70003000,,1692946,59914.8078,884.3845,,
213,,1930,Lightning,1930-213,24,linens,,20070517130614,19300823,digitised,JA70003000,,1692947,240384.7805,2269.5112,,
4,,1930,Person,1930-4,52.7,linens,,20070517130621,19300514,digitised,JA70003000,,1693063,527512.1163,3161.2452000000003,,
40,,1930,Person,1930-40,152.5,linens,,20070517130616,19300515,digitised,JA70003000,,1693064,1525579.697,5906.881,,
40,,1930,Person,1930-40,16.2,linens,,20070517130619,19300512,digitised,JA70003000,,1693065,162802.1503,1838.8648,,
401,,1930,Lightning,1930-401,508.3,linens,,20070517130613,19300803,digitised,JA70003000,,1693066,5083392.1331,15627.4992,,
402,,1930,Lightning,1930-402,241.3,linens,,20070517130614,19300823,digitised,JA70003000,,1693067,2413003.9335,7966.222900000001,,
405a,,1930,Lightning,1930-405a,3.9,linens,,20070517130621,19300805,digitised,JA70003000,,1693068,39033.0814,748.8259,,
486,,1930,Lightning,1930-486,234.4,linens,,20070517130619,19300815,digitised,JA70003000,,1693121,2344159.2172,6500.4008,,
486,,1930,Person,1930-486,30.400000000000002,linens,,20070517130623,19300921,assumed_shape,JA70003000,,1693122,304085.7594,2784.4473000000003,,
488,,1930,Lightning,1930-488,891.1,linens,,20070517130620,19300811,digitised,JA70003000,,1693123,8911804.9465,12263.4608,,
489,,1930,Person,1930-489,15.5,linens,,20070517130624,19300919,assumed_shape,JA70003000,,1693124,155721.4977,1434.2377000000001,,
48b,,1930,Lightning,1930-48b,36.6,linens,,20070517130609,19300713,digitised,JA70003000,,1693125,366080.4441,2608.4199000000003,,
49,,1930,Person,1930-49,78.9,linens,,20070517130616,19300509,digitised,JA70003000,,1693126,789167.3664,3279.4865,,
157,,1930,Lightning,1930-157,197.3,linens,,20070517130617,19300825,digitised,JA70003000,,1692874,1973304.4573,5722.2713,,
157,,1930,Person,1930-157,38.800000000000004,linens,,20070517130618,19300806,digitised,JA70003000,,1692875,388132.8274,2715.784,,
158,,1930,Person,1930-158,41.1,linens,,20070517130609,19300830,digitised,JA70003000,,1692876,411741.3598,2816.5939000000003,,
16,,1930,Person,1930-16,903.5,linens,,20070517130617,19300514,digitised,JA70003000,,1692877,9035711.1599,11760.1597,,
160,,1930,Lightning,1930-160,130.7,linens,,20070517130610,19300714,digitised,JA70003000,,1692878,1307924.9077,4440.4002,,
160,,1930,Person,1930-160,14.9,linens,,20070517130617,19300811,digitised,JA70003000,,1692879,149588.2015,1677.2137,,
162a,,1930,Lightning,1930-162a,40.2,linens,,20070517130610,19300714,digitised,JA70003000,,1692880,402534.9053,2366.7339,,
219,,1930,Person,1930-219,386.2,linens,,20070517130623,19300724,assumed_shape,JA70003000,,1692948,3862633.1159,14983.2883,,
