,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
157,20150226.0,No Cause,No Fire,58.939562690296185,-124.51476505370702,0.0
158,19871229.0,No Cause,No Fire,59.16451660653791,-128.02719556515027,0.0
159,19710825.0,No Cause,No Fire,59.263630624318196,-125.16115512662701,0.0
160,19700428.0,No Cause,No Fire,50.2938801301055,-116.7100204304615,0.0
161,19720202.0,No Cause,No Fire,55.703644221101044,-127.65951542901675,0.0
162,19740721.0,No Cause,No Fire,49.47878719959077,-116.47411833985835,0.0
163,20130206.0,No Cause,No Fire,55.802819931354406,-128.88826593110204,0.0
164,19780409.0,No Cause,No Fire,51.79115635536986,-116.07339257624166,0.0
165,20050603.0,No Cause,No Fire,51.93186723018044,-125.96934411332197,0.0
166,19900910.0,No Cause,No Fire,58.05135790811755,-117.27227312029112,0.0
167,20050123.0,No Cause,No Fire,50.90567146195329,-121.57466581670863,0.0
168,19910218.0,No Cause,No Fire,59.58884828655928,-129.00987694769765,0.0
169,19780617.0,No Cause,No Fire,48.70056807853433,-125.04746773749432,0.0
170,20091019.0,No Cause,No Fire,56.840764058249064,-121.11370006933328,0.0
171,19861008.0,No Cause,No Fire,49.029972668682454,-117.33807418579205,0.0
172,20030919.0,No Cause,No Fire,58.65540953531069,-129.7351489249231,0.0
173,19970725.0,No Cause,No Fire,54.875739769787984,-122.12748248596695,0.0
174,19950828.0,No Cause,No Fire,55.144662606253085,-120.9312194343318,0.0
175,20131005.0,No Cause,No Fire,57.120951498252495,-118.42396080197574,0.0
176,19991102.0,No Cause,No Fire,49.44129212466419,-119.10269283320083,0.0
177,19970425.0,No Cause,No Fire,50.34820234730825,-116.25574064416035,0.0
178,20120805.0,No Cause,No Fire,59.33264532343444,-118.0324962185676,0.0
179,20011215.0,No Cause,No Fire,58.700373931697186,-119.23343815141709,0.0
180,19820730.0,No Cause,No Fire,56.418262204103044,-122.26781713810865,0.0
181,19920510.0,No Cause,No Fire,53.837568515701776,-124.35509596208607,0.0
182,19860914.0,No Cause,No Fire,48.803889902765484,-121.44903433675152,0.0
183,20150109.0,No Cause,No Fire,51.0300447018609,-122.23897338010285,0.0
184,20200831.0,No Cause,No Fire,53.63151061144739,-125.40137025648917,0.0
185,19970427.0,No Cause,No Fire,50.983983276305935,-128.92203811773553,0.0
186,19821212.0,No Cause,No Fire,58.08419621481876,-119.23161940090311,0.0
187,19860906.0,No Cause,No Fire,53.87259119638342,-118.67547389659157,0.0
188,19721123.0,No Cause,No Fire,58.40153810901309,-129.9091176285619,0.0
189,20090622.0,No Cause,No Fire,53.85549190168777,-119.6664982130416,0.0
190,19890715.0,No Cause,No Fire,57.28490799738447,-124.83319337505705,0.0
191,20050617.0,No Cause,No Fire,57.77301644594776,-129.46069708641897,0.0
192,19720912.0,No Cause,No Fire,54.628020420501,-119.79371868890095,0.0
193,20130808.0,No Cause,No Fire,51.09747559722589,-124.02965402089036,0.0
194,19860902.0,No Cause,No Fire,49.45495821313169,-125.19366326228099,0.0
195,19811209.0,No Cause,No Fire,51.01995693403171,-128.39472164009047,0.0
196,19781015.0,No Cause,No Fire,50.76785604285811,-122.89804581531914,0.0
197,19920225.0,No Cause,No Fire,59.62672112471199,-115.15105065186407,0.0
198,19920619.0,No Cause,No Fire,49.29042245321423,-129.20501054831584,0.0
199,20190503.0,No Cause,No Fire,56.10354677361755,-125.24521290020404,0.0
200,20120828.0,No Cause,No Fire,57.38523545160021,-120.62169383864972,0.0
201,19720523.0,No Cause,No Fire,50.9306429444298,-121.41649462492731,0.0
202,20100406.0,No Cause,No Fire,49.71214399889144,-121.02983845293609,0.0
203,19711218.0,No Cause,No Fire,56.53660008551116,-127.81430650469433,0.0
204,19870717.0,No Cause,No Fire,54.04502766098955,-115.85793883761293,0.0
205,20041208.0,No Cause,No Fire,58.77439272765689,-120.47817102695711,0.0
206,19860522.0,No Cause,No Fire,54.70792675059774,-125.19294137206694,0.0
207,20011207.0,No Cause,No Fire,56.12471875518282,-125.86392898509136,0.0
208,20031004.0,No Cause,No Fire,48.92046530423513,-128.63429895786382,0.0
209,19870615.0,No Cause,No Fire,51.25036248853069,-119.13291779332842,0.0
210,19940128.0,No Cause,No Fire,59.09798764554251,-115.99842684503041,0.0
211,19730702.0,No Cause,No Fire,50.86573785133792,-126.08871997274345,0.0
212,19810213.0,No Cause,No Fire,57.255870660282845,-127.22924202907478,0.0
213,20091213.0,No Cause,No Fire,56.52931661331654,-115.39260232983526,0.0
214,19971203.0,No Cause,No Fire,52.12601576179048,-117.34431415444158,0.0
215,19870805.0,No Cause,No Fire,51.67180066572473,-124.65837406569707,0.0
216,19710421.0,No Cause,No Fire,52.46377750306411,-115.55231463678734,0.0
217,19750825.0,No Cause,No Fire,52.01338065083927,-126.45614981940773,0.0
218,19711111.0,No Cause,No Fire,49.97931100888831,-129.0553915825881,0.0
219,19790817.0,No Cause,No Fire,54.297546605919834,-119.62983381509434,0.0
220,19900412.0,No Cause,No Fire,57.60082456459727,-126.86674948680846,0.0
221,20170511.0,No Cause,No Fire,50.09816033783436,-121.42909557654217,0.0
222,20131125.0,No Cause,No Fire,51.370028230650476,-120.91718999093284,0.0
223,19840521.0,No Cause,No Fire,59.62658396396025,-118.33439747282407,0.0
224,19700208.0,No Cause,No Fire,54.652668949154034,-116.02006095023566,0.0
225,19890130.0,No Cause,No Fire,56.47659430771488,-122.76979992956902,0.0
226,20061028.0,No Cause,No Fire,53.50994663343106,-116.58889603219903,0.0
227,19970621.0,No Cause,No Fire,55.85457708784581,-120.60182350471456,0.0
228,19791001.0,No Cause,No Fire,49.05505151204268,-122.22931409464167,0.0
229,19901120.0,No Cause,No Fire,55.79607757302167,-123.08966434992442,0.0
230,19851020.0,No Cause,No Fire,56.25142921906071,-118.14217509241738,0.0
231,19990830.0,No Cause,No Fire,59.70228850540565,-126.53363552601434,0.0
232,19900102.0,No Cause,No Fire,57.51454943300247,-115.5932835333378,0.0
233,19890119.0,No Cause,No Fire,59.568508093340725,-117.95187172086658,0.0
234,20060112.0,No Cause,No Fire,51.59904613639797,-124.28305633090017,0.0
235,19790622.0,No Cause,No Fire,53.15173690353575,-121.48668976137442,0.0
236,19920702.0,No Cause,No Fire,50.07874807438923,-117.780703011443,0.0
237,20020705.0,No Cause,No Fire,50.41817190096281,-115.35853537141966,0.0
238,19830815.0,No Cause,No Fire,50.92226703087302,-124.10137636264383,0.0
239,19861205.0,No Cause,No Fire,51.96138025429233,-121.93607342026952,0.0
240,20140318.0,No Cause,No Fire,48.72234449703614,-118.36846619086255,0.0
241,19940319.0,No Cause,No Fire,59.14611926441353,-129.47101010407513,0.0
242,20040225.0,No Cause,No Fire,53.048410142229045,-128.01744611783872,0.0
243,19861029.0,No Cause,No Fire,53.40046202643029,-119.28503673989925,0.0
244,19860722.0,No Cause,No Fire,52.840104853743966,-121.8316255208443,0.0
245,20161021.0,No Cause,No Fire,52.90060399316111,-126.92399568419177,0.0
246,20020611.0,No Cause,No Fire,53.284458868827265,-126.4308463990842,0.0
247,19991110.0,No Cause,No Fire,52.93486454311499,-121.41565964312792,0.0
248,20040414.0,No Cause,No Fire,53.45087984909841,-116.87052255599689,0.0
249,19710709.0,No Cause,No Fire,58.59414056032295,-120.21725778787696,0.0
250,20000918.0,No Cause,No Fire,49.398458296513006,-121.16031537328801,0.0
251,20190113.0,No Cause,No Fire,51.77694702842082,-126.10987853753694,0.0
252,20201003.0,No Cause,No Fire,50.22210051730484,-117.96582947729537,0.0
253,19810418.0,No Cause,No Fire,50.13819699371849,-127.1512816109493,0.0
254,19720416.0,No Cause,No Fire,52.74215397167528,-118.85076135273492,0.0
255,20020120.0,No Cause,No Fire,59.61624362489376,-121.96261377205806,0.0
256,19770528.0,No Cause,No Fire,58.79284312659037,-115.40359573413681,0.0
257,19940927.0,No Cause,No Fire,53.077720132647386,-118.15890489048235,0.0
258,19910609.0,No Cause,No Fire,52.410476052345324,-119.58118415504161,0.0
259,20150414.0,No Cause,No Fire,59.33808286384185,-119.51290347937139,0.0
260,19841208.0,No Cause,No Fire,57.967047927751835,-129.8414264688379,0.0
261,19791022.0,No Cause,No Fire,54.6246979839907,-124.0877458204032,0.0
262,19770514.0,No Cause,No Fire,50.984016138316306,-122.65233517323601,0.0
263,19861230.0,No Cause,No Fire,51.83203985858604,-124.99132309114978,0.0
264,19830119.0,No Cause,No Fire,57.32566355505075,-126.5038718035108,0.0
265,20040304.0,No Cause,No Fire,48.21364285620304,-118.55061917573813,0.0
266,20140614.0,No Cause,No Fire,58.77503627496338,-118.09219353885477,0.0
267,19781211.0,No Cause,No Fire,52.541963300138704,-115.70101499421389,0.0
268,20160803.0,No Cause,No Fire,53.766347271195635,-126.47857583154179,0.0
269,20070714.0,No Cause,No Fire,56.88312736815127,-124.45435462701445,0.0
270,19881209.0,No Cause,No Fire,54.194473654381525,-126.47040936887724,0.0
271,20061010.0,No Cause,No Fire,56.131482357290935,-121.80298243468201,0.0
272,20151004.0,No Cause,No Fire,54.68057476109492,-122.49849147872814,0.0
273,19700428.0,No Cause,No Fire,53.94935427212013,-128.4712631216448,0.0
274,19870923.0,No Cause,No Fire,56.71936053079911,-120.99673699800849,0.0
275,19911224.0,No Cause,No Fire,54.07060296550751,-119.07766076422095,0.0
276,20070125.0,No Cause,No Fire,50.0110679178312,-126.24554248982612,0.0
277,20090213.0,No Cause,No Fire,48.166361292786604,-117.91584472831696,0.0
278,20100722.0,No Cause,No Fire,58.13540285628887,-121.50358171072621,0.0
279,19810725.0,No Cause,No Fire,57.32925527538101,-121.67476827564082,0.0
280,19780315.0,No Cause,No Fire,49.73520400933343,-119.90267810009959,0.0
281,20080818.0,No Cause,No Fire,50.71865316282464,-129.540126036904,0.0
282,20071223.0,No Cause,No Fire,50.79615112447702,-116.62414208772249,0.0
283,20030528.0,No Cause,No Fire,48.63853536665396,-127.77907679485016,0.0
284,20040628.0,No Cause,No Fire,53.08634377316379,-123.41812720361763,0.0
285,19881018.0,No Cause,No Fire,55.51208478308781,-126.93834374117786,0.0
286,20190101.0,No Cause,No Fire,52.47867542384259,-128.80652079701247,0.0
287,19921018.0,No Cause,No Fire,48.76723109910049,-126.24368264915975,0.0
288,19810611.0,No Cause,No Fire,57.44307266769407,-124.13076812840588,0.0
289,20160908.0,No Cause,No Fire,58.47522659177536,-122.80201505614727,0.0
290,20011123.0,No Cause,No Fire,59.86377749265152,-117.4240245469047,0.0
291,20161020.0,No Cause,No Fire,56.39818253130603,-120.99754777733035,0.0
292,19770115.0,No Cause,No Fire,53.55250717837809,-117.43568178273105,0.0
293,19891011.0,No Cause,No Fire,59.133425458215676,-116.1555563722882,0.0
294,20141207.0,No Cause,No Fire,56.83983340914374,-121.23148395089437,0.0
295,19870621.0,No Cause,No Fire,59.87231092231865,-129.27934166071577,0.0
296,19850324.0,No Cause,No Fire,48.63784288334697,-115.08736370046226,0.0
297,19940118.0,No Cause,No Fire,52.5846130796966,-120.53826367799297,0.0
298,19781224.0,No Cause,No Fire,49.376597218150735,-117.73126534440725,0.0
299,20010618.0,No Cause,No Fire,58.11605951163266,-128.1981247367433,0.0
300,19960615.0,No Cause,No Fire,57.216572059270774,-126.51081458098088,0.0
301,19880405.0,No Cause,No Fire,52.89532912554704,-125.7921179720109,0.0
302,19930107.0,No Cause,No Fire,48.60102959894084,-116.27063754408232,0.0
303,20181208.0,No Cause,No Fire,57.273757881076406,-128.05685031400998,0.0
304,19760917.0,No Cause,No Fire,57.47335307118534,-123.56590910250695,0.0
305,19801207.0,No Cause,No Fire,58.908426793040306,-120.646734608378,0.0
306,20200522.0,No Cause,No Fire,49.977978586636794,-128.48792310822495,0.0
307,19951103.0,No Cause,No Fire,54.234005822802615,-123.76122895917626,0.0
308,19981007.0,No Cause,No Fire,58.24298046006897,-117.12875544156996,0.0
309,20010809.0,No Cause,No Fire,53.75094926074513,-128.52817511908663,0.0
310,19930819.0,No Cause,No Fire,50.18900972840369,-117.37389720423779,0.0
311,19910618.0,No Cause,No Fire,58.082364579571625,-116.39346322860764,0.0
312,19930928.0,No Cause,No Fire,56.70383143458267,-118.97106198553057,0.0
313,19840514.0,No Cause,No Fire,48.92105241071247,-119.81943582034043,0.0
314,19800407.0,No Cause,No Fire,54.465773664360476,-122.67172865955929,0.0
315,20001019.0,No Cause,No Fire,57.36108576084486,-128.0613762538942,0.0
316,19930312.0,No Cause,No Fire,54.98133983305018,-124.06812927641717,0.0
317,19970207.0,No Cause,No Fire,49.79514149469373,-126.49674580093247,0.0
318,19900514.0,No Cause,No Fire,59.527426712604054,-127.18882725765936,0.0
319,19890219.0,No Cause,No Fire,55.88601269030055,-125.83575642705263,0.0
320,19860311.0,No Cause,No Fire,55.91309120958776,-118.90045851713636,0.0
321,20041115.0,No Cause,No Fire,53.011523314287196,-122.86553631671057,0.0
322,20050202.0,No Cause,No Fire,57.89052704550877,-120.16205178175906,0.0
323,19950421.0,No Cause,No Fire,52.26331736114954,-122.78846396643841,0.0
324,20180807.0,No Cause,No Fire,53.36246203309602,-117.72569685962141,0.0
325,20110804.0,No Cause,No Fire,59.33636447438201,-129.27130444412785,0.0
326,20021017.0,No Cause,No Fire,50.0604883370263,-125.86366351579613,0.0
327,19781204.0,No Cause,No Fire,50.34861327711136,-129.21301575701614,0.0
328,20071208.0,No Cause,No Fire,59.46099758791692,-125.19063164757755,0.0
329,20091222.0,No Cause,No Fire,55.03747722365973,-118.44391333237722,0.0
330,20090707.0,No Cause,No Fire,57.92746365010225,-121.92555956331509,0.0
331,19870224.0,No Cause,No Fire,56.07118132128599,-129.48936528484484,0.0
332,19910114.0,No Cause,No Fire,54.68327791651245,-115.45733614351266,0.0
333,20090410.0,No Cause,No Fire,55.57540027125099,-121.04782588125508,0.0
334,20040323.0,No Cause,No Fire,49.77128656938943,-116.81758580318161,0.0
335,20200128.0,No Cause,No Fire,57.77352074898583,-129.20796613787434,0.0
336,20100407.0,No Cause,No Fire,52.937607462384705,-121.38236876299155,0.0
337,20120520.0,No Cause,No Fire,52.4511790735135,-127.67499223413708,0.0
338,19931226.0,No Cause,No Fire,57.446419760932514,-124.4607742712208,0.0
339,20190324.0,No Cause,No Fire,48.47877337700223,-116.977894823269,0.0
340,19810904.0,No Cause,No Fire,56.82299495682546,-127.42996967556148,0.0
341,19831226.0,No Cause,No Fire,50.13960343389137,-127.57659412864966,0.0
342,20090402.0,No Cause,No Fire,50.553752925849,-118.64183450153682,0.0
343,20200630.0,No Cause,No Fire,48.46143854526356,-115.73876337913333,0.0
344,20110210.0,No Cause,No Fire,52.46055000254114,-126.20325946086686,0.0
345,20140424.0,No Cause,No Fire,53.52939402481559,-129.92913459422235,0.0
346,19981008.0,No Cause,No Fire,55.064552703062404,-121.2685201933111,0.0
347,20150518.0,No Cause,No Fire,48.278482486983,-123.63032634257493,0.0
348,19800518.0,No Cause,No Fire,53.668881064099004,-119.8347594432895,0.0
349,19910130.0,No Cause,No Fire,50.67050233015799,-115.31636690484093,0.0
350,19840709.0,No Cause,No Fire,54.93244075980536,-122.53074849346433,0.0
351,19831013.0,No Cause,No Fire,59.666857471674206,-116.15399252916995,0.0
352,19940828.0,No Cause,No Fire,49.811945217740934,-116.05248039782589,0.0
353,20170330.0,No Cause,No Fire,57.00576825085209,-124.56584135983206,0.0
354,20090504.0,No Cause,No Fire,57.32249598125317,-118.4575314458848,0.0
355,19740503.0,No Cause,No Fire,59.04958606762631,-121.77238312498396,0.0
356,20160307.0,No Cause,No Fire,48.80340508337762,-116.16642306849195,0.0
357,19731031.0,No Cause,No Fire,53.5061081144838,-119.59544434291237,0.0
358,19790511.0,No Cause,No Fire,57.299906202398134,-129.58181681657308,0.0
359,20090131.0,No Cause,No Fire,55.97157245363558,-125.75731515522881,0.0
360,20140114.0,No Cause,No Fire,50.49008179571102,-118.2616913743375,0.0
361,19970811.0,No Cause,No Fire,49.72327098693951,-124.85884248508117,0.0
362,19970928.0,No Cause,No Fire,50.25143954897317,-116.89454351811271,0.0
363,20121106.0,No Cause,No Fire,54.95462401527701,-117.21760921404652,0.0
364,20201225.0,No Cause,No Fire,56.71789885204613,-125.05846249529085,0.0
365,19930807.0,No Cause,No Fire,55.50995402102966,-119.7733040751624,0.0
366,19790809.0,No Cause,No Fire,57.267727777533686,-125.36431111204355,0.0
367,20130504.0,No Cause,No Fire,56.83440203518055,-127.1344815009629,0.0
368,19720314.0,No Cause,No Fire,48.72103300963123,-118.89797554670112,0.0
369,20040330.0,No Cause,No Fire,55.26849651233937,-124.92344310208335,0.0
370,19990415.0,No Cause,No Fire,55.15122334647129,-129.47541913077853,0.0
371,20190126.0,No Cause,No Fire,49.99169162069426,-115.37095393024622,0.0
372,19730701.0,No Cause,No Fire,50.313949603170094,-129.7213604690183,0.0
373,19721026.0,No Cause,No Fire,58.17159237645861,-116.0483906165233,0.0
374,19901209.0,No Cause,No Fire,56.16686723212756,-121.00937689398309,0.0
375,20111004.0,No Cause,No Fire,50.82274437415826,-129.06018087476863,0.0
376,19841007.0,No Cause,No Fire,59.52341194460679,-118.16417770680918,0.0
377,20061108.0,No Cause,No Fire,56.8344049606432,-116.64087359812382,0.0
378,20101220.0,No Cause,No Fire,51.591769694049255,-118.50647106668339,0.0
379,20020223.0,No Cause,No Fire,49.78037152657675,-121.96869846854204,0.0
380,20120906.0,No Cause,No Fire,58.50827420088246,-126.20137191579656,0.0
381,19971218.0,No Cause,No Fire,58.0753049032202,-128.936151531531,0.0
382,19750729.0,No Cause,No Fire,50.06700312817407,-126.87781532158888,0.0
383,19811018.0,No Cause,No Fire,53.95356506795845,-126.748547279612,0.0
384,20150815.0,No Cause,No Fire,59.870507843007665,-123.98812613191582,0.0
385,19861023.0,No Cause,No Fire,52.191458304052055,-118.60204670705268,0.0
386,19780731.0,No Cause,No Fire,51.44399758572333,-123.15712800714321,0.0
387,19770909.0,No Cause,No Fire,58.082535475467125,-126.2790914073892,0.0
388,19800719.0,No Cause,No Fire,53.912011111221204,-127.04358087212977,0.0
389,19730919.0,No Cause,No Fire,57.41636778540819,-128.4023305642659,0.0
390,20181219.0,No Cause,No Fire,57.748858788935486,-128.13613223523262,0.0
391,19850319.0,No Cause,No Fire,59.693111630385175,-127.7739551888682,0.0
392,19830711.0,No Cause,No Fire,55.353693020327704,-123.58553622113659,0.0
393,19990607.0,No Cause,No Fire,52.56249911070306,-120.6951991771109,0.0
394,19750126.0,No Cause,No Fire,49.90359473646206,-127.70109854165189,0.0
395,19820707.0,No Cause,No Fire,56.65293148456975,-122.06772801337878,0.0
396,19900726.0,No Cause,No Fire,54.32558877879059,-124.90287766011512,0.0
397,20150723.0,No Cause,No Fire,50.027512441452,-128.08327534274162,0.0
398,19950615.0,No Cause,No Fire,54.74127215612081,-123.82296689773318,0.0
399,19900828.0,No Cause,No Fire,55.34161124953861,-119.41573523298895,0.0
400,19850416.0,No Cause,No Fire,57.58917262963783,-129.4221311240151,0.0
401,19981206.0,No Cause,No Fire,55.46211739917658,-127.39080972399248,0.0
402,19760928.0,No Cause,No Fire,54.79489029968915,-129.4840751087993,0.0
403,19810119.0,No Cause,No Fire,48.03539862962857,-127.06468251755172,0.0
404,20000604.0,No Cause,No Fire,51.18614347657022,-118.69065775917011,0.0
405,19830423.0,No Cause,No Fire,56.020645534416474,-119.63420400215554,0.0
406,19790220.0,No Cause,No Fire,50.49996557389213,-120.11599047567738,0.0
407,19730401.0,No Cause,No Fire,55.05363109403359,-116.76203962983772,0.0
408,20080618.0,No Cause,No Fire,52.17469794835064,-116.6343760563687,0.0
409,19751002.0,No Cause,No Fire,52.87984841672415,-121.83307955311082,0.0
410,20020923.0,No Cause,No Fire,54.730921920091966,-123.16012885500945,0.0
411,19840130.0,No Cause,No Fire,52.35406629031115,-129.6583057122343,0.0
412,20030526.0,No Cause,No Fire,51.316490679672114,-126.2244156040578,0.0
413,19731208.0,No Cause,No Fire,58.98667275717722,-124.86952473068004,0.0
414,20110622.0,No Cause,No Fire,51.30039391352813,-119.51400450964145,0.0
415,20080113.0,No Cause,No Fire,51.88095915042871,-127.99630908935107,0.0
416,20050418.0,No Cause,No Fire,55.10803136198816,-122.36809440237626,0.0
417,20200622.0,No Cause,No Fire,57.351729819556944,-129.93738077030946,0.0
418,20090727.0,No Cause,No Fire,55.94597585637193,-116.64461992673832,0.0
419,20170103.0,No Cause,No Fire,48.99875112682619,-121.02460273370357,0.0
420,20100309.0,No Cause,No Fire,57.16543790805305,-118.06965507453634,0.0
421,20180101.0,No Cause,No Fire,53.65686580573156,-117.21294199360042,0.0
422,20020227.0,No Cause,No Fire,49.174926343555285,-127.38230789208488,0.0
423,19760407.0,No Cause,No Fire,52.87192172336742,-122.74925996392008,0.0
424,20200822.0,No Cause,No Fire,48.41405467325883,-116.85581308855656,0.0
425,20180325.0,No Cause,No Fire,53.19303397187581,-123.35501579625695,0.0
426,19960701.0,No Cause,No Fire,50.924732712916025,-125.01716716129694,0.0
427,20141228.0,No Cause,No Fire,55.427747881817226,-123.55027109604552,0.0
428,20080530.0,No Cause,No Fire,56.6488000898184,-118.94081374851865,0.0
