FIRE_NO,IGN_DATE,FIRE_CAUSE,FIRE_TYPE,LATITUDE,LONGITUDE,SIZE_HA
N10489,20020822.12,Lightning,Fire,49.13010000000001,-115.6414,2.2
N40209,20030724.13,Person,Fire,51.6535,-118.2807,330.0
G10078,20150520.2203,Person,Fire,53.90190000000001,-122.9583,6.0
C20012,20080413.12,Person,Nuisance Fire,51.9733,-122.5467,3.5
C50241,20121006.23,Person,Fire,52.11080000000001,-123.2514,129.0
R90189,20040620.1511,Lightning,Fire,57.75,-128.0833,4066.0
N40570,20030806.15,Lightning,Fire,51.9877,-118.7401,700.0
G80012,20060410.13,Person,Fire,56.2393,-121.4018,17.5
N60562,20070816.1139,Person,Nuisance Fire,49.255,-118.905,4.0
N10006,20020420.14,Person,Fire,49.65,-115.7,140.0
C10477,20040805.133,Lightning,Fire,53.0609,-120.9499,10.0
V10243,20140715.1605,Lightning,Fire,50.0403,-121.996,11.0
R40022,20130505.13,Person,Fire,55.1321,-127.7751,3.3000000000000003
K10310,20130727.0339,Lightning,Fire,52.4912,-119.414,73.8
V10154,20030705.093,Person,Fire,49.0707,-121.7133,2.0
K30551,20030811.2006,Lightning,Fire,50.97810000000001,-118.8398,234.2
G70264,20160623.1651,Lightning,Fire,55.009600000000006,-121.7035,2.0
N70581,20010908.1,Person,Fire,50.41670000000001,-116.7167,5.0
G70066,20060423.12,Person,Fire,56.0744,-120.1746,180.0
G70054,20000429.13,Person,Fire,55.98070000000001,-122.0697,70.0
K42143,20180803.2,Lightning,Fire,50.68380000000001,-118.3844,43.5
K70008,20040403.12,Person,Fire,50.19280000000001,-121.5784,19.0
V10310,20130728.1603,Lightning,Fire,49.60290000000001,-122.6466,64.4
N51634,20170808.1815,Person,Fire,49.02670000000001,-117.3498,410.0
K20300,20060704.1315,Lightning,Fire,50.6542,-120.1488,3.0
N51862,20180731.2248,Person,Fire,50.3981,-118.0391,2.8000000000000003
G70043,20010504.16,Person,Fire,56.075,-120.5583,3.0
C20018,20090416.14,Person,Fire,52.2672,-122.1067,12.7
N50538,20100826.163,Lightning,Fire,49.0392,-117.6061,8.8
C50066,20090505.1452,Person,Fire,51.477,-123.8398,3.2
K50917,20120922.1,Person,Fire,49.9613,-119.8178,2.0
G10030,20010427.15,Person,Fire,54.0667,-122.367,12.0
N70828,20090901.2334,Lightning,Fire,49.523999999999994,-116.7257,2.5
K10576,20150805.1411,Lightning,Fire,52.0703,-119.5145,21.0
V81400,20090805.18,Person,Fire,49.8824,-126.1705,3.3000000000000003
K40490,20060716.1014,Person,Fire,50.0203,-119.3788,2.0
C30429,20060904.183,Lightning,Fire,52.58920000000001,-120.6885,500.0
G40177,20030629.1541,Lightning,Fire,53.9677,-124.4837,227.6
C50018,20020421.16,Person,Fire,52.421200000000006,-125.2418,3.0
G52295,20180807.153636,Lightning,Fire,54.2308,-123.9595,20.0
N10029,20090421.16,Person,Fire,49.74630000000001,-115.6458,51.0
G90283,20190511.173531,Lightning,Fire,58.340300000000006,-120.1338,28.2
N10088,20120705.1458,Person,Nuisance Fire,49.7415,-114.8036,2.0
C20906,20170707.1426,Lightning,Fire,52.40750000000001,-121.787,28.0
K60425,20160827.1535,Person,Fire,49.438,-120.3081,5.0
C30461,20060904.1835,Lightning,Fire,52.63050000000001,-120.8245,15.0
C30277,20130811.1515,Lightning,Fire,52.62430000000001,-120.2606,3.2
G70052,20160418.162,Person,Fire,55.669,-120.7123,475.0
N50597,20130812.1742,Lightning,Fire,49.99480000000001,-117.4492,35.0
VA1964,20180731.164,Lightning,Fire,52.7135,-126.2235,44816.801
G50891,20180620.1626,Lightning,Fire,55.67310000000001,-126.3251,7.9
V12167,20180804.08,Lightning,Fire,49.1431,-121.186,5949.0
G30255,20000803.103,Lightning,Fire,53.192,-120.70299999999999,2.5
K20032,20050513.124,Person,Fire,51.39740000000001,-120.1869,4.1
G40325,20130810.18,Lightning,Fire,53.8096,-123.4368,10.0
V10419,20020824.193,Person,Fire,49.253,-121.9866,7.0
G31251,20180717.1921,Lightning,Fire,52.813,-119.352,45.3
R40009,20020428.12,Person,Nuisance Fire,55.485,-127.7167,12.0
C30386,20040724.193,Lightning,Fire,52.7593,-120.7497,6.5
C10148,20020615.1409,Lightning,Fire,53.3199,-123.5304,3.0
N21148,20180713.15,Person,Fire,50.1857,-115.711,7.0
N20019,20120514.14,Person,Fire,50.2745,-116.1433,53.3
G90517,20120729.1905,Person,Fire,58.1366,-123.9524,2499.0
N10329,20010722.173,Lightning,Fire,49.6263,-115.651,3.8
C50010,20100411.16,Person,Fire,51.9349,-123.1348,6.8
C50012,20140412.143,Person,Nuisance Fire,51.9237,-123.1373,2.0
G50277,20030731.18,Lightning,Fire,55.047700000000006,-125.437,18.95
G70307,20050723.21,Lightning,Fire,54.80730000000001,-121.2093,8.0
G10076,20100507.1212,Person,Fire,53.7263,-123.1388,4.21
C50010,20020420.123,Person,Fire,51.93510000000001,-123.1401,5.0
G80138,20150525.1538,Lightning,Fire,58.2348,-120.475,19.0
G80063,20030512.16,Person,Fire,56.387,-122.1837,90.0
C31169,20170707.1646,Lightning,Fire,52.6117,-121.1722,4831.0
V10596,20100726.17,Person,Fire,49.0844,-121.6828,3.6
K60474,20120807.1327,Lightning,Fire,50.3123,-120.4305,43.0
G10258,20000731.112,Lightning,Fire,54.273300000000006,-122.8883,4.3
G50684,20180620.223803,Unknown,Fire,55.2772,-125.679,50.0
K50117,20030630.1457,Person,Fire,49.17440000000001,-119.6002,8.9
G90172,20120706.1346,Lightning,Fire,58.950100000000006,-120.3992,16.4
N40571,20030806.15,Lightning,Fire,51.948,-118.7374,702.0
VA1116,20090730.1034,Lightning,Fire,52.4067,-127.3117,8.856
G80082,20060429.12,Person,Fire,56.2527,-121.2717,23.7
G90969,20190707.120029,Unknown,Fire,59.4628,-127.6765,12.9
K20015,20130422.1355,Person,Fire,50.7884,-120.9631,15.0
N70249,20130729.153,Lightning,Fire,50.9502,-117.2327,11.3
C10067,20140703.1444,Lightning,Fire,53.1717,-120.91799999999999,28.9
G70039,20110601.153,Person,Fire,55.7164,-121.3894,5.0
K10045,20050522.1,Person,Fire,52.1102,-119.1192,31.2
G80196,20060520.18,Person,Fire,56.4937,-120.0837,3.25
C50030,20100420.1645,Person,Fire,52.4574,-125.314,3.2
C30459,20060904.1915,Lightning,Fire,52.853,-120.6891,35.0
N40640,20030810.1917,Lightning,Fire,51.6818,-117.1351,497.0
C40329,20170616.1408,Lightning,Fire,51.7556,-121.8343,27.4
G60351,20090731.1635,Lightning,Fire,56.1531,-125.0958,23.8
V60440,20160825.11,Person,Fire,48.60610000000001,-123.5343,2.85
V30185,20120725.15,Lightning,Fire,50.1796,-123.3398,4.5
G90127,20050529.172,Lightning,Fire,58.3217,-122.6261,47.0
K30327,20100801.1752,Lightning,Fire,51.29210000000001,-119.1659,34.5
G70130,20110925.18,Person,Fire,55.7614,-120.4621,3.1
G50904,20170708.2032,Person,Fire,55.175,-124.9345,6.5
C50129,20030627.09,Person,Fire,51.59,-123.4833,75.0
N60228,20050809.18,Lightning,Fire,49.5018,-118.4167,2.5
V10247,20150630.19,Lightning,Fire,49.9155,-121.8894,2985.0
K20044,20010504.15,Person,Fire,50.6569,-121.2808,4.0
R10171,20120820.1906,Lightning,Fire,53.1985,-125.59,7450.0
N40788,20060829.1713,Lightning,Fire,51.6567,-116.765,3.9
C50003,20130403.123,Person,Fire,52.13350000000001,-123.9702,25.0
N50377,20160830.22,Lightning,Fire,49.73110000000001,-117.3276,3.5
G90109,20150509.12,Person,Nuisance Fire,58.8586,-125.2153,51.7
C41765,20180731.1545,Lightning,Fire,51.29,-121.2842,24.0
K10720,20130810.1511,Lightning,Fire,52.786,-120.1869,792.0
G70342,20051122.073,Person,Fire,55.5488,-120.1987,79.2
C42363,20180731.1647,Lightning,Fire,51.6785,-121.1071,19.5
C21673,20180730.195,Lightning,Fire,51.7811,-122.4339,199.0
N50715,20150814.2357,Lightning,Fire,49.6132,-118.2494,71.0
C20014,20080413.163,Person,Nuisance Fire,51.9512,-122.4673,3.5
C20025,20130425.1323,Person,Fire,52.0067,-122.4767,438.0
G90243,20150623.1711,Lightning,Fire,59.3553,-121.0831,207.0
R10063,20020615.183,Lightning,Fire,54.2867,-125.05,6.5
G70035,20130425.09,Person,Fire,55.535500000000006,-120.0678,40.0
K10244,20030726.16,Person,Fire,52.20070000000001,-119.1425,1050.0
G70128,20000620.133,Person,Fire,55.7117,-121.2758,2.2
K20091,20120525.203,Unknown,Fire,50.6689,-119.8793,4.4
N10055,20020613.2,Person,Fire,49.55,-116.5833,3.1
K72316,20180808.1,Lightning,Fire,50.6848,-122.2008,30.0
K50661,20030822.14,Person,Fire,49.2807,-119.5193,3300.0
G80534,20041015.1506,Person,Nuisance Fire,56.2333,-120.7333,5.0
C20210,20060705.1551,Lightning,Fire,51.5833,-122.4833,3.0
K23206,20190330.1519,Unknown,Fire,50.7713,-119.7506,250.0
K31283,20050313.173,Person,Fire,50.7008,-119.3081,8.0
G10469,20060703.1911,Lightning,Fire,53.8522,-120.1617,466.0
V10543,20040814.193,Lightning,Fire,49.7497,-121.46799999999999,535.0
VA0920,20190710.13,Lightning,Fire,52.607,-127.0733,30.0
G40136,20111013.14,Person,Fire,53.88520000000001,-123.996,2.0
N42783,20180811.1706,Lightning,Fire,50.8708,-118.044,168.0
K20164,20050808.013,Person,Fire,50.8275,-120.6931,2.92
C50120,20100714.1615,Person,Fire,52.0903,-123.3942,177.20000000000005
G90464,20120808.1827,Lightning,Fire,58.9941,-120.6256,24851.801
G80161,20180511.2,Person,Fire,56.7984,-122.1222,4.0
N12291,20180807.143,Person,Fire,49.8929,-115.1578,2.0
V82524,20180810.2059,Lightning,Fire,50.1917,-127.0153,80.0
C40038,20120513.12,Person,Fire,51.1559,-121.9608,5.3
C31691,20180722.1631,Lightning,Fire,52.50100000000001,-120.72,233.0
G90122,20120530.1548,Lightning,Fire,58.96270000000001,-121.362,25.0
K50053,20110509.2,Person,Fire,49.3701,-119.6866,5.7
C20013,20000409.16,Person,Fire,52.07,-122.1783,2.0
G80014,20060411.15,Person,Fire,56.21590000000001,-121.4487,15.0
K40527,20110901.142,Lightning,Fire,50.4956,-119.6019,27.0
K40344,20010918.153,Person,Fire,50.0778,-119.3674,15.0
N71981,20170830.1529,Lightning,Fire,49.42760000000001,-116.3802,20.0
N10599,20000810.12,Lightning,Fire,49.597,-116.6003,11.2
C12405,20180731.201,Lightning,Fire,53.1969,-121.7569,126.0
G70319,20060627.2,Lightning,Fire,55.2441,-120.7823,9401.0
G60323,20090730.0213,Lightning,Fire,58.4295,-126.5285,49.2
K50025,20140410.2125,Person,Nuisance Fire,49.0216,-119.7124,3.0
G40664,20170707.14,Lightning,Fire,53.2634,-124.7088,1273.0
G90218,20050602.1825,Lightning,Fire,59.9667,-121.0167,400.0
V11017,20100818.09,Person,Fire,49.81760000000001,-121.3592,2.2
K50106,20130612.152,Person,Fire,49.0386,-119.4256,60.0
G70061,20060425.16,Person,Fire,55.85460000000001,-120.4686,3.2
V13179,20190320.1427,Person,Fire,49.2803,-121.919,4.5
C20173,20020615.1342,Lightning,Fire,51.7121,-122.1804,2.0
N42731,20180812.0531,Lightning,Fire,51.9863,-117.9594,10.0
G90421,20120807.2331,Lightning,Fire,59.82,-127.72,61.6
N70761,20060822.1738,Lightning,Fire,49.6058,-117.2715,133.0
K40571,20150811.143,Person,Fire,50.03310000000001,-119.3536,4.7
K42022,20180801.17,Lightning,Fire,50.5652,-118.5941,16.0
N70250,20150629.2033,Lightning,Fire,49.0118,-116.3243,3.0
G11970,20180730.2138,Lightning,Fire,53.59390000000001,-123.3744,25.0
V83150,20181024.1,Person,Fire,50.3518,-126.3667,15.0
G63103,20181006.08,Person,Fire,56.4254,-125.6995,20.0
G71637,20170808.12,Lightning,Fire,54.7557,-121.3269,229.0
V30001,20060405.14,Person,Fire,50.3264,-122.6463,2.0
C10320,20100801.131,Lightning,Fire,53.05,-121.1513,175.5
K10366,20040724.2015,Lightning,Fire,52.41410000000001,-120.37799999999999,4.0
N72675,20180811.1402,Lightning,Fire,50.8252,-117.1727,91.0
N40521,20090801.13,Lightning,Fire,51.12860000000001,-118.3236,5.4
C42331,20180801.2134,Lightning,Fire,51.2693,-120.8583,245.0
K10367,20040724.0815,Lightning,Fire,52.4133,-120.37899999999999,4745.0
G10864,20170707.1942,Lightning,Fire,54.8577,-123.2306,60.2
G70056,20160418.213,Person,Fire,55.6003,-121.5755,9.7
C20142,20140807.22,Person,Fire,52.4616,-123.0831,2.2
N10556,20150309.13,Person,Fire,49.6399,-115.7572,18.8
C20013,20140412.1725,Person,Fire,52.1257,-122.1528,2.0
G90442,20040724.2151,Lightning,Fire,59.84970000000001,-120.01899999999999,2299.1
C50113,20000513.16,Person,Fire,52.4693,-125.3467,10.0
N10056,20010522.1655,Person,Fire,49.88670000000001,-114.709,10.2
K60188,20030714.1,Person,Fire,49.2133,-120.6717,70.3
G60785,20061001.12,Person,Fire,56.8813,-125.0112,4.5
K60261,20140714.18,Lightning,Fire,49.79360000000001,-121.0296,5.0
K20814,20010326.14,Person,Fire,50.7161,-120.6323,2.0
G10524,20060704.194,Lightning,Fire,53.5925,-120.92399999999999,2.5
G30458,20030907.0712,Lightning,Fire,52.6899,-119.5423,3.0
G70034,20120510.13,Person,Fire,55.6884,-121.4779,3.5
G90435,20100708.2339,Lightning,Fire,58.68510000000001,-122.3248,2.0
G50013,20100411.12,Person,Fire,54.5647,-124.4531,15.0
K50121,20030702.1015,Person,Fire,49.8348,-119.6693,6.4
K20139,20040622.1326,Lightning,Fire,51.3936,-119.8168,228.9
C50161,20140816.12,Person,Fire,52.8796,-125.6337,4.0
N10002,20160402.14,Person,Fire,49.6717,-115.7583,37.0
N11971,20170830.134,Lightning,Fire,49.2833,-114.7663,1751.0
N21350,20180719.2206,Lightning,Fire,51.0276,-116.6959,90.0
C50008,20150409.17,Person,Fire,52.03570000000001,-123.1877,9.0
N50725,20030818.19,Lightning,Fire,50.90490000000001,-117.4962,15.0
VA1927,20180731.18,Lightning,Fire,52.5276,-125.7628,40.0
C10426,20060904.1915,Lightning,Fire,53.0582,-121.0343,8.0
R90052,20020614.18,Lightning,Fire,59.782,-129.1355,2.0
K62340,20180327.121,Person,Fire,50.2134,-121.1787,6.0
G40233,20130801.1845,Lightning,Fire,53.6068,-124.6572,9.0
G60439,20060703.1823,Lightning,Fire,55.54980000000001,-123.6019,190.0
K30594,20101017.12,Person,Fire,50.9298,-118.8301,2.0
G70459,20140815.1955,Lightning,Fire,55.1797,-122.1561,62.0
G80055,20020516.12,Person,Fire,56.5883,-120.8735,150.0
K50593,20150813.1316,Lightning,Fire,49.0,-119.2695,50.0
G90370,20160809.1703,Lightning,Fire,59.1554,-121.0701,13.7
C20045,20010507.18,Person,Fire,52.273999999999994,-122.134,3.5
G10625,20170706.12,Lightning,Fire,53.478,-123.0387,40.0
V80452,20140825.1,Person,Fire,49.711999999999996,-125.466,4.3
N70771,20060829.1316,Lightning,Fire,49.4247,-116.3898,2.4
G61586,20180729.193331,Unknown,Fire,57.3765,-126.1253,6987.0
N72106,20180802.1858,Lightning,Fire,50.23280000000001,-117.1555,1045.0
C12770,20180730.2233,Lightning,Fire,53.287,-123.1754,4.0
C40016,20050421.14,Person,Fire,51.33900000000001,-121.8582,3.0
V90616,20170704.12,Unknown,Fire,52.4645,-127.0645,8.3
G70261,20030712.2112,Lightning,Fire,54.8327,-120.9722,4.0
G70182,20140702.2052,Lightning,Fire,54.57720000000001,-120.40799999999999,33547.0
R90046,20150522.182,Lightning,Fire,58.7898,-133.1703,8743.0
C10168,20130802.1144,Lightning,Fire,53.16220000000001,-121.8268,5.1000000000000005
K20784,20180621.1725,Lightning,Fire,50.71910000000001,-120.3804,24.5
K51923,20180731.2103,Lightning,Fire,49.85460000000001,-120.1466,2.54
K52573,20180804.145,Lightning,Fire,49.1432,-119.3494,8.5
C10112,20100708.175,Lightning,Fire,53.0825,-124.6809,445.4
K21834,20080323.11,Person,Fire,50.85,-120.3235,17.5
R40016,20070502.1732,Person,Nuisance Fire,55.3586,-127.6913,7.0
N10110,20000711.1125,Lightning,Fire,49.74330000000001,-115.755,2.5
G90309,20150629.1751,Lightning,Fire,58.9851,-122.0269,1399.4
V30268,20050810.1426,Lightning,Fire,50.3555,-123.554,363.0
C42224,20180731.2313,Lightning,Fire,52.0,-120.245,140.0
C10204,20020710.2053,Lightning,Fire,53.01430000000001,-121.1694,4.0
G80032,20060418.15,Person,Fire,56.2952,-121.2067,11.4
G70002,20030422.163,Person,Fire,55.8138,-121.4467,12.0
K30378,20030806.1321,Lightning,Fire,50.8582,-118.4202,119.0
C30231,20100727.2254,Lightning,Fire,52.35010000000001,-120.9228,55.0
K61761,20170816.153,Person,Fire,50.19920000000001,-121.0703,6.2
C20015,20100414.1205,Person,Fire,52.1,-121.98,4.0
K10623,20030806.1353,Lightning,Fire,52.3991,-119.0737,41.9
C50046,20000424.12,Person,Fire,52.0842,-123.3602,19.8
N10159,20030716.121,Person,Fire,49.4384,-115.7592,4.7
C40112,20040618.1602,Lightning,Fire,51.0456,-121.5702,3.9
G50339,20090731.1818,Lightning,Fire,54.8323,-125.31299999999999,2.0
G70303,20010317.133,Person,Fire,55.8417,-121.85,51.2
K60031,20120421.17,Person,Fire,50.4967,-121.2582,6.1000000000000005
K70397,20060707.113,Person,Fire,50.9359,-121.8587,120.0
G80107,20180505.153,Person,Fire,56.27390000000001,-120.6782,4.8
R10146,20100728.0101,Lightning,Fire,53.581,-126.7233,3.8
C31824,20170720.1138,Lightning,Fire,52.6452,-120.2893,15.0
G70029,20010427.13,Person,Fire,55.70670000000001,-120.3458,7.6
C50220,20150825.1307,Person,Fire,51.733,-123.2002,11.1
R43091,20181001.08,Person,Fire,55.3655,-127.8307,14.2
C50214,20010325.134,Person,Fire,52.1227,-124.0877,2.5
C32372,20180731.0112,Lightning,Fire,52.5653,-121.09899999999999,5.5
G70077,20120519.1108,Person,Fire,55.1567,-121.06,4.4
K70106,20160613.17,Person,Fire,50.8583,-121.8574,12.0
R10003,20060411.145,Person,Fire,54.33450000000001,-125.8818,17.0
G10152,20050528.16,Lightning,Fire,53.8076,-123.2999,3.9
V62293,20171023.1,Person,Fire,48.6259,-124.4929,24.0
G90188,20000703.1414,Lightning,Fire,57.791,-124.1227,10.0
G80227,20100708.2122,Lightning,Fire,56.3093,-122.6321,4.0
G70013,20130428.143,Person,Fire,55.66560000000001,-121.6876,4.0
G90040,20110601.1543,Lightning,Fire,58.9108,-122.648,4.3
G80238,20040625.18,Lightning,Fire,58.2875,-121.21,130.0
N41051,20000923.183,Person,Fire,51.3083,-118.2167,2.0
K10442,20040724.204,Lightning,Fire,52.4414,-120.3059,125.0
G80120,20000604.1,Person,Fire,56.523300000000006,-121.1667,40.0
G70496,20100803.1845,Person,Fire,55.6347,-121.5851,2.0
G60440,20140805.0607,Lightning,Fire,56.501900000000006,-125.2364,71.7
R50224,20040715.1944,Lightning,Fire,54.7083,-128.3895,61.6
N42490,20180811.1427,Lightning,Fire,51.2803,-116.7411,201.0
G90313,20150629.1859,Lightning,Fire,59.0994,-121.5638,39.3
K41068,20060821.1745,Lightning,Fire,50.7468,-118.3858,182.0
C10184,20060705.12,Lightning,Fire,53.02220000000001,-123.9789,2.4
R10002,20160331.15,Person,Fire,53.9337,-125.6701,3.5
K20056,20110515.08,Person,Fire,50.7542,-120.6155,2.8000000000000003
G70081,20130517.16,Person,Fire,55.4982,-120.5489,13.2
K40313,20130730.16,Unknown,Fire,50.35890000000001,-119.2925,3.1
K50920,20120923.1245,Person,Fire,49.31800000000001,-119.641,30.0
K50483,20140808.1516,Person,Fire,49.65660000000001,-119.3059,5.3
K60718,20130814.2118,Person,Fire,50.4877,-121.2945,26.0
V10452,20020825.17,Lightning,Fire,50.0078,-121.8462,4.0
K50091,20000713.1,Person,Fire,49.3744,-119.6808,3.0
C40048,20020417.12,Person,Fire,51.28,-121.67,150.0
R11921,20180801.15,Lightning,Fire,53.9302,-125.3636,21381.0
C50033,20130501.1417,Person,Fire,52.306999999999995,-125.3043,3.0
G40110,20050529.1,Lightning,Fire,53.9935,-123.5818,517.0
K70109,20020705.1445,Person,Fire,50.7108,-122.2455,1420.0
G80116,20060504.2,Lightning,Fire,57.0662,-121.1472,72.0
G80008,20110502.1007,Person,Nuisance Fire,56.3337,-120.8209,2.5
C30408,20101015.11,Person,Fire,52.2203,-121.1383,18.0
V60811,20120922.0922,Person,Fire,48.63,-123.8164,14.23
K20723,20030908.14,Person,Fire,50.7639,-121.0071,2.0
V82876,20180811.0127,Lightning,Fire,50.2043,-127.1025,7.0
C50269,20011112.1,Person,Fire,51.55,-123.45,6.0
K40461,20030608.1142,Lightning,Fire,50.1083,-118.4902,2.5
N40401,20040804.1352,Lightning,Fire,50.659,-118.0738,50.0
G90241,20120515.13,Person,Fire,58.8061,-125.2122,155.1
K20034,20050513.13,Person,Fire,51.1847,-119.8956,11.5
G60096,20140529.1731,Lightning,Fire,56.800700000000006,-125.7188,33068.0
K41219,20180716.12,Person,Fire,50.1099,-119.1877,7.0
K20117,20150608.1403,Person,Fire,50.3812,-120.3566,3.5
V80735,20131009.1,Person,Fire,50.3431,-126.5541,17.0
V10298,20130728.05,Person,Fire,49.2942,-122.3583,3.4
V10131,20010713.07,Person,Fire,49.2838,-121.9551,16.0
K60015,20100416.11,Person,Fire,50.1359,-120.8573,13.0
K20278,20150630.174,Lightning,Fire,51.16690000000001,-120.2718,25.0
G90197,20030708.133,Lightning,Fire,59.0593,-120.9267,60.0
G70021,20090501.1645,Person,Fire,55.8359,-121.8604,167.0
R20070,20010910.082,Person,Nuisance Fire,54.55,-126.833,5.0
K60751,20180621.1458,Lightning,Fire,50.10610000000001,-120.9746,4.7
K50027,20140411.1345,Person,Fire,49.2209,-119.815,10.0
K40768,20030903.14,Lightning,Fire,50.5613,-118.2145,80.0
C40036,20090427.1425,Person,Fire,51.54060000000001,-121.1484,11.0
C50054,20100520.183,Person,Fire,52.3368,-124.336,134.0
N10024,20180422.14,Person,Fire,49.2196,-115.2378,22.4
C40253,20030730.08,Person,Fire,51.4283,-121.405,3.5
R90909,20190706.153708,Lightning,Fire,58.73580000000001,-129.744,5.5
N40776,20030806.12,Lightning,Fire,51.4874,-118.0147,300.0
K62048,20180802.17,Person,Fire,50.1233,-120.8203,3.75
N71335,20180717.2149,Lightning,Fire,50.4299,-117.2989,88.0
C50503,20090731.1848,Lightning,Fire,52.3611,-125.9817,42.0
C20493,20090731.1932,Lightning,Fire,51.6717,-122.7143,4.2
N70405,20130810.183,Lightning,Fire,50.5461,-116.9659,203.9
G80100,20120525.0002,Lightning,Fire,56.41,-122.1908,20.0
G80055,20130509.133,Person,Fire,56.2282,-121.4155,13.7
N20703,20030815.115,Person,Fire,50.1224,-115.546,2.7
N10203,20110802.2232,Lightning,Fire,49.62110000000001,-115.7449,3.7
C41921,20170827.161,Person,Fire,51.4393,-122.0769,4.1
R20242,20100802.1715,Lightning,Fire,54.1431,-126.6867,2084.0
C50018,20140413.173,Person,Fire,52.0333,-123.1864,13.0
G80094,20160421.18,Unknown,Fire,56.6526,-120.8667,84.0
N40181,20100718.2039,Lightning,Fire,51.50060000000001,-117.3814,6.8
G91994,20180621.1655,Lightning,Fire,59.224500000000006,-123.07799999999999,19.7
C20313,20100727.2005,Lightning,Fire,52.2867,-122.5596,1419.1
N10478,20180603.11,Person,Fire,50.3421,-114.9239,2.9
N40770,20030811.1,Lightning,Fire,51.85,-118.6667,1195.0
K30732,20150827.123,Person,Fire,51.3672,-118.9315,2.3000000000000003
R92006,20180801.1,Lightning,Fire,56.85630000000001,-130.0389,113.0
C20464,20090731.2033,Lightning,Fire,51.74440000000001,-123.0861,5.0
G50289,20090730.1545,Lightning,Fire,55.3767,-125.3225,10.0
G70060,20090506.173,Person,Fire,56.0375,-120.6365,6.5
R90050,20160622.1353,Lightning,Fire,57.9628,-128.5676,8.0
N50275,20150705.0235,Lightning,Fire,49.1964,-117.146,200.0
